,poly_id,asdf_id,mun,mun_id,dep,dep_id,dep_mun,shapeID,imds,rank_imds,population_2020,urbano_2012,sdg1_1_eepr,sdg1_1_ubn,sdg1_2_mpi,sdg1_4_abs,sdg2_2_cmc,sdg2_2_oww,sdg2_4_pual,sdg2_4_td,sdg3_1_idca,sdg3_2_imr,sdg3_2_mrc,sdg3_3_cdir,sdg3_3_di,sdg3_3_imr,sdg3_3_ti,sdg3_3_hivi,sdg3_7_afr,sdg4_1_ssdrm,sdg4_1_ssdrf,sdg4_4_phe,sdg4_6_lr,sdg4_c_qti,sdg4_c_qts,sdg5_1_gpsd,sdg5_1_gpyp,sdg5_1_gpmpi,sdg5_5_gpop,sdg6_1_dwc,sdg6_2_sc,sdg6_3_wwt,sdg7_1_ec,sdg7_1_rec,sdg7_1_cce,sdg7_3_co2epc,sdg8_4_rem,sdg8_5_oprm,sdg8_5_ofrm,sdg8_6_mlm,sdg8_6_wlm,sdg8_10_dbb,sdg8_11_idi,sdg9_1_routes,sdg9_5_cd,sdg9_5_eutf,sdg9_c_mnc,sdg9_c_drb,sdg10_2_gcye,sdg10_2_iec,sdg10_2_nssp,sdg11_1_hocr,sdg11_1_hno,sdg11_2_samt,sdg13_1_ccvi,sdg13_2_tco2e,sdg13_2_dra,sdg15_1_pa,sdg15_5_blr,sdg16_1_rhr,sdg16_6_pbec,sdg16_9_cr,sdg17_1_pmtax,sdg17_5_pipc,index_sdg1,index_sdg2,index_sdg3,index_sdg4,index_sdg5,index_sdg6,index_sdg7,index_sdg8,index_sdg9,index_sdg10,index_sdg11,index_sdg13,index_sdg15,index_sdg16,index_sdg17,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,pop2020,ln_NTLpc2012,ln_NTLpc2013,ln_NTLpc2014,ln_NTLpc2015,ln_NTLpc2016,ln_NTLpc2017,ln_NTLpc2018,ln_NTLpc2019,ln_NTLpc2020,ln_t400NTLpc2012,ln_t400NTLpc2013,ln_t400NTLpc2014,ln_t400NTLpc2015,ln_t400NTLpc2016,ln_t400NTLpc2017,ln_t400NTLpc2018,ln_t400NTLpc2019,ln_t400NTLpc2020,co2015,co2016,co2017,co2018,co2019,co2020,tr400_co2015,tr400_co2016,tr400_co2017,tr400_co2018,tr400_co2019,tr400_co2020,airTemp2012.mean,airTemp2013.mean,airTemp2014.mean,airTemp2015.mean,airTemp2016.mean,airTemp2017.mean,airTemp2012.min,airTemp2013.min,airTemp2014.min,airTemp2015.min,airTemp2016.min,airTemp2017.min,airTemp2012.max,airTemp2013.max,airTemp2014.max,airTemp2015.max,airTemp2016.max,airTemp2017.max,distancedistanceCoast2017mean,distancedistanceCoast2017max,distancedistanceCoast2017min,distanceDia2017min,distanceDia2017mean,distanceDia2017max,drugCult_count2017,drugCult_none2017,drugCult_coca_bush2017,distanceDrug2017mean,distanceDrug2017max,distanceDrug2017min,esaLandCover2012_grassland,esaLandCover2012_count,esaLandCover2012_sparse_vegetation,esaLandCover2012_bare_areas,esaLandCover2012_shrubland,esaLandCover2012_no_data,esaLandCover2012_rainfed_cropland,esaLandCover2012_water_bodies,esaLandCover2012_forest,esaLandCover2012_wetland,esaLandCover2012_mosaic_cropland,esaLandCover2012_irrigated_cropland,esaLandCover2012_snow_ice,esaLandCover2012_urban,esaLandCover2013_grassland,esaLandCover2013_count,esaLandCover2013_sparse_vegetation,esaLandCover2013_bare_areas,esaLandCover2013_shrubland,esaLandCover2013_no_data,esaLandCover2013_rainfed_cropland,esaLandCover2013_water_bodies,esaLandCover2013_forest,esaLandCover2013_wetland,esaLandCover2013_mosaic_cropland,esaLandCover2013_irrigated_cropland,esaLandCover2013_snow_ice,esaLandCover2013_urban,esaLandCover2014_grassland,esaLandCover2014_count,esaLandCover2014_sparse_vegetation,esaLandCover2014_bare_areas,esaLandCover2014_shrubland,esaLandCover2014_no_data,esaLandCover2014_rainfed_cropland,esaLandCover2014_water_bodies,esaLandCover2014_forest,esaLandCover2014_wetland,esaLandCover2014_mosaic_cropland,esaLandCover2014_irrigated_cropland,esaLandCover2014_snow_ice,esaLandCover2014_urban,esaLandCover2015_grassland,esaLandCover2015_count,esaLandCover2015_sparse_vegetation,esaLandCover2015_bare_areas,esaLandCover2015_shrubland,esaLandCover2015_no_data,esaLandCover2015_rainfed_cropland,esaLandCover2015_water_bodies,esaLandCover2015_forest,esaLandCover2015_wetland,esaLandCover2015_mosaic_cropland,esaLandCover2015_irrigated_cropland,esaLandCover2015_snow_ice,esaLandCover2015_urban,esaLandCover2016_grassland,esaLandCover2016_count,esaLandCover2016_sparse_vegetation,esaLandCover2016_bare_areas,esaLandCover2016_shrubland,esaLandCover2016_no_data,esaLandCover2016_rainfed_cropland,esaLandCover2016_water_bodies,esaLandCover2016_forest,esaLandCover2016_wetland,esaLandCover2016_mosaic_cropland,esaLandCover2016_irrigated_cropland,esaLandCover2016_snow_ice,esaLandCover2016_urban,modis_agriculture_2012,modis_total_area_2012,modis_urban_2012,modis_agriculture_2013,modis_total_area_2013,modis_urban_2013,modis_agriculture_2014,modis_total_area_2014,modis_urban_2014,modis_agriculture_2015,modis_total_area_2015,modis_urban_2015,modis_agriculture_2016,modis_total_area_2016,modis_urban_2016,ghsl2015
138,76,138,Yaco,20903,La Paz,4,La Paz-Yaco,BOL-ADM3-33444609B25632649,47.099998,251,7557,0.0,85.300003,89.900002,0.147,10.3,23.1,21.700001,10.3,8.5,15.6,57.700001,74.400002,0.0,0.0,0.0,0.0,0.0,53.099998,3.4000001,4.8000002,3.8,92.400002,100.0,61.099998,0.89999998,0.80000001,0.80000001,0.80000001,72.300003,16.700001,0.0,74.800003,31,29.799999,0.89999998,26.700001,74.199997,62.400002,9.5,19.299999,0.0,0.30000001,0,3.4000001,24.1,32.299999,2.0,0.38,27.0,15.1,22.4,86.800003,0.0,1.6,0.89999998,0.0,0.0,0.0,0.0,68.800003,91.099998,1.4,437,22.440001,35.610001,64.57,58.959999,66.980003,24.309999,46.049999,46.369999,24.860001,73.290001,27.129999,81.230003,50.0,78.129997,6.0,7813.8169,7759.4033,7710.3862,7651.5366,7623.417,7555.2969,7523.1299,7488.7085,7426.5146,7364.8281,7329.1558,7309.1782,7240.2363,7218.3906,7138.9814,7106.6006,7071.6226,7023.8574,6983.4136,6939.0415,13.120565,13.506806,13.403353,13.565067,13.283948,13.865589,13.74892,13.627684,13.436683,13.328481,13.374853,13.420711,13.465869,13.510101,13.553426,13.595301,13.635956,13.676013,399.11667,402.35916,404.37524,406.67627,409.7879,411.37445,399.50156,401.92841,404.36884,406.8233,409.29211,411.77469,5.65857843639,5.7242647107,5.81813725966,5.91004902458,6.49338235792,5.86519608327,3.76666666667,3.90833333333,4.025,4.03333333333,4.61666666667,4.04166666667,5.84166666667,5.9,5.99166666667,6.09166666667,6.675,6.04166666667,336672.92693,349458.363112,326093.412186,272681.555141,293666.23449,318734.752214,506,506,0,57352.0765248,82377.54,36735.93,1790,6566,3015,1184,401,0,9,0,92,0,74,0,0,1,1793,6566,3012,1184,401,0,9,0,92,0,74,0,0,1,1942,6566,2884,1163,401,0,9,0,92,0,74,0,0,1,1942,6566,2884,1163,401,0,9,0,92,0,74,0,0,1,1974,6566,2870,1145,401,0,9,0,92,0,74,0,0,1,556.127719268321,597.192186845418,0.8557955,569.5151684037376,597.192186845418,0.8557955,573.133045959681,597.192186845418,0.8557955,574.8186420752451,597.192186845418,0.8557955,570.1763597753061,597.192186845418,0.8557955,498047.0941176471
139,43,139,Calacoto,20303,La Paz,4,La Paz-Calacoto,BOL-ADM3-33444609B93045845,46.200001,271,10203,0.0,96.0,94.400002,0.32600001,6.0999999,38.5,13.6,85.5,5.0999999,16.299999,36.599998,47.799999,0.0,0.0,0.0,0.0,0.0,71.199997,6.6999998,7.0,6.1999998,95.800003,100.0,52.599998,1.1,0.80000001,1.0,0.89999998,28.4,43.700001,0.0,27.9,10,5.9000001,0.0,41.599998,74.199997,64.300003,14.3,19.1,0.0,0.2,1,2.5999999,18.0,11.5,1.0,0.33000001,12.0,11.4,20.200001,63.400002,0.0,2.9000001,0.0,0.0,0.30000001,0.0,0.0,63.799999,94.099998,0.0,536,6.23,54.27,73.620003,51.169998,82.769997,13.43,25.76,40.330002,24.41,82.690002,37.5,67.0,50.310001,77.529999,5.77,8682.5264,8753.0781,8846.96,8945.1885,9036.4609,9127.5684,9216.1182,9312.2051,9404.7773,9502.0342,9593.6016,9674.3076,9768.7422,9879.2275,9988.8818,10085.434,10186.747,10281.724,10389.74,10488.479,12.372931,12.843854,12.859435,12.981889,13.182029,14.108327,14.16716,13.988897,14.140682,12.452123,12.690994,12.929662,13.168303,13.406922,13.645057,13.881682,14.116934,14.351656,399.21866,402.79956,404.15393,407.06262,409.78418,412.05704,399.58044,402.06662,404.56711,407.08334,409.61502,412.16226,7.63819888871,7.43873876287,7.607398066,8.06219395565,8.3616686774,7.97271001946,-1.88333333333,-2.5,-2.30833333333,-1.4,-1.35833333333,-1.65,9.46666666667,9.38333333333,9.55,9.86666666667,10.2,9.81666666667,191457.571281,229073.214045,134679.706397,311373.940029,353307.369579,415468.112109,3327,3327,0,141437.432094,203950.085153,100851.296691,12631,43065,16618,11898,1395,0,66,66,2,2,192,0,190,5,12625,43065,16674,11848,1395,0,66,66,2,2,192,0,190,5,12658,43065,16659,11830,1395,0,66,66,2,2,192,0,190,5,12658,43065,16659,11830,1395,0,66,66,2,2,192,0,190,5,12502,43065,16815,11816,1395,0,78,66,2,2,194,0,190,5,910.8299795139096,3928.4781241424366,0.8231553567401961,1135.0315866631129,3928.4781241424366,0.8231553567401961,1216.2338044309438,3928.4781241424366,0.8231553567401961,1303.7438267143386,3928.4781241424366,0.8231553567401961,1081.910956252941,3928.4781241424366,0.8231553567401961,1725123.768627451
140,128,140,Arani,30501,Cochabamba,3,Cochabamba-Arani,BOL-ADM3-33444609B26131324,57.900002,48,10046,37.299999,46.099998,49.200001,0.082000002,51.900002,11.0,24.700001,1.4,16.4,60.200001,36.099998,45.099998,3.0,0.0,0.0,10.1,0.0,39.299999,4.3000002,3.7,17.0,88.199997,66.699997,68.800003,1.1,0.89999998,0.89999998,0.80000001,92.199997,70.5,0.0,86.199997,200,63.599998,0.89999998,14.5,67.900002,51.299999,9.6999998,17.9,10.0,0.30000001,2,5.0,7.0999999,59.400002,5.5,0.44,33.0,21.9,12.6,44.099998,4.1999998,1.0,0.89999998,0.0,0.0,0.0,3.4000001,68.0,93.699997,1.8,1426,57.900002,30.629999,78.360001,58.950001,81.989998,52.639999,66.919998,46.169998,57.540001,62.389999,50.490002,87.529999,49.98,65.910004,21.01,11365.158,11291.245,11079.8,10843.127,10604.759,10471.836,10316.935,10190.984,10078.976,9893.8223,9755.4258,9494.0664,9332.8262,9251.373,9072.6084,8981.9512,8828.71,8702.2373,8566.2207,8459.0059,14.42987,14.647592,15.122608,15.376103,15.562805,15.765947,15.825108,15.857086,15.913713,14.618078,14.813793,15.008945,15.202625,15.394202,15.583482,15.770689,15.956507,16.141754,398.26431,401.12006,402.58426,405.90067,407.82031,409.10626,398.60266,400.7998,403.00812,405.22778,407.45758,409.69824,12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,494360.031475,501882.178919,485111.956034,376959.702863,386486.97293,397121.800102,174,174,0,19004.9162613,26115.5728692,10755.7347712,1626,2272,155,159,20,0,254,1,2,0,29,0,0,26,1638,2272,155,159,20,0,250,1,2,0,20,0,0,27,1638,2272,155,159,20,0,250,1,2,0,20,0,0,27,1638,2272,155,159,20,0,250,1,2,0,20,0,0,27,1638,2272,155,159,20,0,250,1,2,0,20,0,0,27,186.9506184981005,209.2316826567609,3.85128190625,188.66061696403187,209.2316826567609,3.85128190625,187.1503088822304,209.2316826567609,3.85128190625,186.0805022884804,209.2316826567609,3.85128190625,187.15198247879903,209.2316826567609,3.85128190625,4606801.956862746
141,156,141,Punata,31401,Cochabamba,3,Cochabamba-Punata,BOL-ADM3-33444609B3757470,63.700001,17,33011,67.900002,25.200001,33.900002,0.023,75.199997,11.0,24.700001,0.69999999,18.799999,75.699997,21.799999,27.1,2.5999999,0.0,0.0,63.099998,104.7,38.5,3.3,2.2,22.0,93.300003,61.099998,46.900002,1.6,0.89999998,0.80000001,0.80000001,94.900002,66.300003,0.0,96.599998,234,88.800003,1.5,8.3000002,64.5,49.700001,9.0,15.5,37.400002,1.1,3,6.5,13.5,76.400002,4.0999999,0.37,41.0,13.3,13.8,22.6,180.39999,0.0,1.5,0.0,0.0,0.0,2.0999999,74.800003,90.900002,6.0,1348,76.879997,30.09,81.410004,64.160004,70.830002,52.360001,77.199997,54.52,65.120003,73.360001,64.620003,97.739998,50.0,72.510002,25.040001,24815.508,25147.131,25618.961,25954.855,25584.055,26070.617,26377.105,26736.348,27091.064,27244.191,27481.898,27142.094,27539.602,28000.979,28585.717,28574.363,28682.957,29033.57,29251.105,29564.254,14.770766,14.835711,14.989969,15.222374,15.465058,15.509666,15.595453,15.628345,15.642735,14.793861,14.920096,15.046213,15.171901,15.296701,15.42029,15.542757,15.66442,15.785725,398.62109,400.32251,403.41925,405.47263,408.33279,410.45081,398.3735,400.77878,403.19916,405.63437,408.08426,410.54874,11.8845433186,12.0971207584,12.1575073096,12.3283320385,12.884612154,12.4388218427,10.6166666667,10.9416666667,10.9583333333,11.1166666667,11.7166666667,11.3333333333,12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,484493.677724,492444.188431,476736.835842,372461.01941,376680.805586,381945.355241,73,73,0,23107.6060325,30731.8701837,14582.9752859,398,949,2,260,6,0,13,0,0,0,6,0,0,264,398,949,2,260,6,0,13,0,0,0,6,0,0,264,398,949,2,260,6,0,13,0,0,0,6,0,0,264,398,949,2,260,6,0,13,0,0,0,6,0,0,264,398,949,2,260,6,0,13,0,0,0,6,0,0,264,65.95745357610294,86.78425739694306,19.4988179,65.95745357610294,86.78425739694306,19.4988179,65.3281604235294,86.78425739694306,19.4988179,64.90359682610293,86.78425739694306,19.4988179,65.54211920477941,86.78425739694306,19.4988179,17673416.858823527
142,94,142,Sica Sica,21301,La Paz,4,La Paz-Sica Sica,BOL-ADM3-33444609B21151286,50.799999,167,32098,35.400002,79.400002,81.800003,0.167,13.9,23.1,21.700001,10.2,28.4,25.799999,32.900002,42.0,0.0,0.0,0.0,21.799999,0.0,42.599998,2.7,2.4000001,8.6999998,94.0,77.800003,61.900002,1.4,0.80000001,1.0,0.80000001,60.799999,26.0,0.0,72.900002,44,46.700001,0.60000002,25.700001,71.099998,57.799999,11.7,20.700001,3.0999999,1.1,2,2.7,25.700001,42.299999,1.9,0.36000001,47.0,11.9,25.799999,78.900002,0.0,1.8,0.60000002,0.0,0.0,0.0,2.0999999,92.0,90.300003,0.2,627,25.709999,36.25,77.400002,64.139999,77.169998,22.26,51.740002,43.18,45.0,74.279999,27.52,79.489998,50.040001,81.120003,7.3099999,26482.836,26808.35,27160.074,27842.676,28231.414,28767.211,29284.426,29522.527,29781.598,30439.912,30684.113,30730.863,31298.531,31869.727,32448.621,32729.289,33048.844,33590.098,34044.867,34551.109,14.304703,14.582602,14.856948,14.983956,15.058083,15.293236,15.172689,15.21209,15.185372,14.526097,14.637206,14.747766,14.857052,14.964602,15.070278,15.174173,15.276936,15.379214,399.80716,402.15335,403.77377,406.06561,409.8447,411.048,399.64713,401.94891,404.26434,406.59448,408.939,411.29648,4.9765328437,5.07687355959,5.19228667013,5.24013368601,5.81964395603,5.21087961541,3.76666666667,3.90833333333,4.025,4.03333333333,4.61666666667,4.04166666667,9.05,9.00833333333,9.10833333333,9.26666666667,9.78333333333,9.0,309329.48167,332193.929385,282362.117656,276927.009261,308240.001483,332849.79,1479,1479,0,73908.781818,96949.385549,42774.1072585,2113,19165,6029,9956,572,0,25,7,52,0,391,0,0,20,2242,19165,5916,9940,572,0,25,7,52,0,391,0,0,20,2777,19165,5517,9804,572,0,25,7,52,0,391,0,0,20,2777,19165,5517,9798,572,0,25,7,52,0,391,0,0,26,2759,19165,5565,9730,572,0,26,7,52,0,428,0,0,26,1118.0910871892168,1737.9173193746674,2.1395411875,1239.2338404212014,1737.9173193746674,2.1395411875,1301.743728395834,1737.9173193746674,2.1395411875,1334.4426811147678,1737.9173193746674,2.1395411875,1298.829459752758,1737.9173193746674,2.1395411875,3511302.5372549016
143,98,143,Patacamaya,21305,La Paz,4,La Paz-Patacamaya,BOL-ADM3-33444609B32005482,56.400002,64,23665,49.200001,61.900002,67.300003,0.111,43.400002,14.0,22.799999,6.6999998,53.0,36.099998,36.0,45.900002,0.0,0.0,0.0,34.0,21.299999,53.700001,1.8,2.5,8.5,93.5,80.0,65.599998,0.80000001,0.80000001,0.89999998,0.89999998,79.800003,51.0,0.0,81.099998,99,73.5,1.6,16.799999,70.599998,60.400002,16.0,20.1,38.200001,1.4,3,5.3000002,25.0,56.599998,2.2,0.37,64.0,8.6999998,19.0,45.400002,139.2,1.2,1.6,0.0,0.0,0.0,2.8,70.300003,90.699997,9.8000002,383,45.029999,37.139999,75.040001,65.870003,71.699997,39.959999,61.240002,54.169998,56.419998,72.110001,50.639999,84.68,50.0,67.18,15.57,19613.752,19897.195,20050.492,19986.58,20389.086,20641.367,20685.096,21053.295,21536.617,21552.359,22128.809,22455.648,22650.305,22959.188,23315.535,23667.98,23985.852,24283.797,24568.9,24856.25,14.732178,14.820464,15.046757,15.096764,15.051964,15.252794,15.163211,15.267936,15.229815,14.825373,14.889078,14.9525,15.015269,15.07725,15.138511,15.199057,15.259176,15.319074,399.56091,402.3157,404.91486,407.64926,409.93134,410.66687,400.05801,402.35565,404.66531,406.98553,409.31552,411.65649,3.87595238716,4.0069047675,4.13214286322,4.1619047692,4.72380952989,4.17452381707,3.76666666667,3.90833333333,4.025,4.03333333333,4.61666666667,4.04166666667,4.19166666667,4.29166666667,4.44166666667,4.53333333333,5.03333333333,4.55833333333,288675.943706,306326.050491,268187.160313,276519.643771,292748.47903,305140.748239,471,471,0,63377.6328526,75335.083674,47068.5533217,749,6129,2032,2874,174,0,10,0,27,0,259,0,0,4,756,6129,2025,2874,174,0,10,0,27,0,259,0,0,4,820,6129,1969,2865,174,0,10,0,27,0,259,0,0,5,820,6129,1969,2865,174,0,10,0,27,0,259,0,0,5,818,6129,1971,2864,174,0,10,0,27,0,260,0,0,5,358.7471080770832,556.6960115509135,4.4929655,395.5818268043505,556.6960115509135,4.4929655,437.239984308272,556.6960115509135,4.4929655,455.7990603837008,556.6960115509135,4.4929655,450.483830089093,556.6960115509135,4.4929655,8310020.278431372
144,99,144,Colquencha,21306,La Paz,4,La Paz-Colquencha,BOL-ADM3-33444609B19082627,50.5,174,10674,31.200001,75.400002,76.800003,0.18700001,20.299999,23.1,21.700001,4.5,14.9,22.700001,33.400002,42.099998,0.0,0.0,0.0,9.6000004,0.0,57.900002,4.8000002,3.0999999,5.3000002,95.800003,81.800003,80.800003,1.6,0.80000001,0.80000001,0.80000001,72.0,26.9,0.0,70.5,50,52.5,0.1,14.4,71.900002,56.099998,12.2,23.0,19.0,0.1,1,3.7,23.5,37.200001,0.69999999,0.33000001,45.0,11.0,21.0,71.599998,7.9000001,2.0,0.1,0.0,0.0,0.0,0.0,68.800003,95.300003,0.0,418,28.43,30.959999,76.620003,62.5,69.360001,27.77,54.189999,48.880001,34.330002,77.5,34.119999,77.739998,50.0,80.910004,4.0100002,8048.0957,8211.5234,8347.5156,8572.1504,8738.209,8686.5,8959.6631,9206.3701,9389.585,9357.0605,9616.0127,10003.08,10195.737,10395.561,10618.526,10814.787,11092.16,11307.662,11553.411,11800.474,13.075546,14.040798,14.04822,14.311068,14.287855,14.541946,14.435238,14.428925,14.491922,13.655209,13.793221,13.929656,14.063738,14.19499,14.323553,14.449797,14.574641,14.698969,400.69479,403.25287,405.64627,406.46161,409.99783,410.47162,401.10342,403.08536,405.07614,407.07501,409.08295,411.09921,5.97976304233,6.17860254048,6.34657335832,6.30795159561,6.80345889115,6.39135675361,4.19166666667,4.29166666667,4.44166666667,4.53333333333,5.03333333333,4.55833333333,7.50833333333,7.79166666667,7.975,7.825,8.31666666667,7.95833333333,271206.864388,287024.938726,258744.882254,256689.980491,275265.436449,289527.48113,289,289,0,56662.1589575,69954.7332134,39302.3108392,2061,3754,312,560,147,0,6,2,3,0,663,0,0,0,2061,3754,312,560,147,0,6,2,3,0,663,0,0,0,2142,3754,231,560,147,0,6,2,3,0,663,0,0,0,2142,3754,231,560,147,0,6,2,3,0,663,0,0,0,2142,3754,231,517,147,0,6,2,3,0,706,0,0,0,340.46920330949763,346.16607968643035,0.0,343.1867135617648,346.16607968643035,0.0,343.59195226004914,346.16607968643035,0.0,344.44771693192416,346.16607968643035,0.0,344.0693313967526,346.16607968643035,0.0,1958455.1882352936
145,113,145,Santiago de Machaca,21901,La Paz,4,La Paz-Santiago de Machaca,BOL-ADM3-33444609B96911206,52.099998,139,4522,0.0,89.099998,85.900002,0.175,21.0,23.1,21.700001,17.200001,0.40000001,29.6,43.0,53.700001,0.0,0.0,0.0,0.0,0.0,50.299999,4.8000002,3.0999999,8.1999998,96.400002,91.5,70.0,2.0,0.80000001,0.89999998,0.80000001,66.199997,62.599998,0.0,44.400002,30,14.9,0.0,25.4,74.800003,63.200001,20.799999,25.4,0.0,0.2,2,5.0999999,16.700001,17.299999,2.0,0.33000001,21.0,9.6999998,16.1,40.900002,0.0,2.0,0.0,0.0,0.0,0.0,0.0,68.300003,95.199997,1.9,371,23.389999,41.18,74.18,64.019997,77.43,37.73,34.32,39.599998,44.759998,82.059998,48.950001,77.510002,50.0,80.589996,5.6900001,4503.0083,4529.1416,4537.1724,4567.0327,4573.5898,4598.5044,4632.1567,4649.1519,4665.2656,4712.8198,4709.6807,4694.3105,4732.1211,4789.165,4839.1724,4844.0454,4841.791,4864.8447,4901.1318,4935.7393,11.75968,11.977299,12.530638,12.800404,12.874562,13.494406,13.459882,13.505089,13.4752,11.930422,12.169769,12.408618,12.646049,12.881449,13.114586,13.345213,13.574032,13.802037,398.79959,401.55231,403.78146,406.3812,408.85602,411.9971,398.79355,401.34488,403.91269,406.49756,409.09952,411.71893,5.78046267784,5.4842370297,5.62638800377,6.21331170376,6.41767047043,6.08191560006,5.625,5.31666666667,5.45833333333,6.05833333333,6.25833333333,5.925,8.3,8.2,8.35,8.725,9.0,8.625,175494.835558,200992.030895,136528.6607,316832.643051,339946.691508,379535.765172,1104,1104,0,156641.248896,190962.748749,127798.85959,8345,14354,4681,879,428,0,5,0,4,0,11,0,0,1,8326,14354,4700,879,428,0,5,0,4,0,11,0,0,1,8318,14354,4706,881,428,0,5,0,4,0,11,0,0,1,8318,14354,4706,881,428,0,5,0,4,0,11,0,0,1,8271,14354,4742,877,428,0,6,0,4,0,25,0,0,1,567.7709368012254,1307.8146050268474,1.28367528125,654.1885547481004,1307.8146050268474,1.28367528125,639.8276357843137,1307.8146050268474,1.28367528125,656.5700518142157,1307.8146050268474,1.28367528125,569.818661999571,1307.8146050268474,1.28367528125,1356871.91372549
146,334,146,El Sena,90303,Pando,6,Pando-El Sena,BOL-ADM3-33444609B58600296,37.599998,334,11338,31.299999,74.099998,97.099998,0.51999998,1.2,25.700001,17.200001,258.20001,13.6,56.099998,24.5,31.9,0.0,0.0,45.599998,19.5,0.0,148.8,10.0,8.6999998,5.1999998,96.699997,0.0,0.0,1.1,0.89999998,1.0,0.5,21.0,33.799999,0.0,16.6,59,12.0,0.40000001,3.4000001,70.800003,32.799999,16.0,43.700001,9.3999996,0.2,1,0.40000001,0.0,4.6999998,1.5,0.34999999,128.0,2.2,61.599998,39.200001,0.0,2.0,38.5,0.1,8.1999998,0.089000002,0.0,56.900002,89.099998,0.1,505,5.77,56.41,66.900002,17.75,69.349998,9.9300003,27.4,33.310001,13.39,68.629997,20.76,43.610001,54.16,70.720001,5.46,2221.2825,2499.6477,2816.9282,3173.9587,3572.7,4022.3979,4524.8589,5097.8315,5738.5923,6463.6094,7276.335,8187.1621,9219.2139,10380.714,11689.264,13158.356,14812.439,16678.1,18780.93,21145.764,,,10.845253,11.212099,11.11106,11.445148,12.062469,12.601957,12.335615,10.16027,10.459231,10.758072,11.056716,11.355305,11.654367,11.953827,12.253077,12.551785,401.40097,401.48016,405.01282,407.53113,409.51468,412.7131,400.36392,402.70691,405.06628,407.44144,409.83228,412.23834,25.4675333709,25.2995307635,25.4287241651,26.0628749411,25.7169183625,25.5519273695,24.8666666667,24.6083333333,24.8,25.4,25.0916666667,25.0083333333,26.1666666667,26.075,26.1083333333,26.8166666667,26.35,26.15,750876.382435,819838.297823,711449.724863,121044.169986,185402.830372,244101.040714,6272,6272,0,166781.20962,227550.907489,106663.536474,885,80907,0,0,7,0,0,554,79067,227,158,0,0,9,885,80907,0,0,7,0,0,554,79067,227,158,0,0,9,885,80907,0,0,7,0,0,554,79067,227,158,0,0,9,885,80907,0,0,7,0,0,554,79067,227,158,0,0,9,879,80907,0,0,7,0,0,554,79076,225,157,0,0,9,99.02735227524512,7584.960596797372,0.0,89.03102824577206,7584.960596797372,0.0,89.31619952806373,7584.960596797372,0.0,109.14277339215684,7584.960596797372,0.0,103.12764319981616,7584.960596797372,0.0,661308.8941176471
147,333,147,San Lorenzo,90302,Pando,6,Pando-San Lorenzo,BOL-ADM3-33444609B26946399,41.900002,314,8710,0.0,75.699997,86.699997,0.382,7.5,25.700001,17.200001,44.0,11.1,56.299999,36.200001,45.799999,0.0,1.2,42.700001,0.0,0.0,111.1,7.8000002,8.6999998,8.3999996,96.800003,0.0,0.0,1.0,0.89999998,1.0,0.5,52.700001,82.099998,0.0,62.700001,28,12.7,0.0,1.2,69.300003,37.0,17.5,37.200001,0.0,0.1,1,1.3,0.0,18.200001,1.9,0.34,113.0,2.3,56.700001,21.299999,0.0,2.0,21.299999,0.17,1.6,0.134,0.0,63.200001,85.699997,0.0,680,10.06,56.310001,62.82,22.690001,75.599998,38.34,39.880001,32.669998,18.940001,72.199997,27.42,46.639999,45.560001,71.669998,7.8499999,3455.0686,3722.7139,4000.4639,4290.7651,4611.9028,4957.2959,5323.5063,5719.0293,6144.9102,6603.4907,7093.6748,7612.4263,8185.0054,8793.4795,9447.5273,10154.095,10909.563,11726.342,12598.991,13538.121,,,,9.0870829,10.689002,11.710065,11.267939,11.428316,11.709373,5.4672394,6.4391069,7.4079962,8.3695459,9.3195868,10.255746,11.179072,12.094249,13.006183,398.06769,403.25974,404.6861,408.81311,408.53339,413.22256,399.27817,401.98438,404.70584,407.44263,410.19516,412.96689,25.1782620473,25.0097890971,25.1674600292,25.8185301365,25.5540304198,25.5145016042,24.8333333333,24.575,24.75,25.3666666667,25.05,25.0083333333,26.2,26.1,26.325,26.925,26.6833333333,26.6916666667,808826.066961,874713.946186,720844.72852,119615.395629,219937.262984,284143.599376,2597,2597,0,231851.024306,288361.00891,184667.23628,605,34086,0,0,6,0,0,1058,32008,302,97,0,0,10,605,34086,0,0,6,0,0,1058,32008,302,97,0,0,10,605,34086,0,0,6,0,0,1058,32008,302,97,0,0,10,605,34086,0,0,6,0,0,1058,32008,302,97,0,0,10,605,34086,0,0,6,0,0,1058,32010,300,97,0,0,10,60.40515942181372,3174.237466306457,0.85530628125,53.906637282659325,3174.237466306457,0.85530628125,57.92813745091912,3174.237466306457,0.85530628125,59.52212592132352,3174.237466306457,0.85530628125,62.84593795447304,3174.237466306457,0.85530628125,670769.505882353
