asdf_id,population_2020,urbano_2012,sdg1_1_eepr,sdg1_1_ubn,sdg1_2_mpi,sdg1_4_abs,sdg2_2_cmc,sdg2_2_oww,sdg2_4_pual,sdg2_4_td,sdg3_1_idca,sdg3_2_imr,sdg3_2_mrc,sdg3_3_cdir,sdg3_3_di,sdg3_3_imr,sdg3_3_ti,sdg3_3_hivi,sdg3_7_afr,sdg4_1_ssdrm,sdg4_1_ssdrf,sdg4_4_phe,sdg4_6_lr,sdg4_c_qti,sdg4_c_qts,sdg5_1_gpsd,sdg5_1_gpyp,sdg5_1_gpmpi,sdg5_5_gpop,sdg6_1_dwc,sdg6_2_sc,sdg6_3_wwt,sdg7_1_ec,sdg7_1_rec,sdg7_1_cce,sdg7_3_co2epc,sdg8_4_rem,sdg8_5_oprm,sdg8_5_ofrm,sdg8_6_mlm,sdg8_6_wlm,sdg8_10_dbb,sdg8_11_idi,sdg9_1_routes,sdg9_5_cd,sdg9_5_eutf,sdg9_c_mnc,sdg9_c_drb,sdg10_2_gcye,sdg10_2_iec,sdg10_2_nssp,sdg11_1_hocr,sdg11_1_hno,sdg11_2_samt,sdg13_1_ccvi,sdg13_2_tco2e,sdg13_2_dra,sdg15_1_pa,sdg15_5_blr,sdg16_1_rhr,sdg16_6_pbec,sdg16_9_cr,sdg17_1_pmtax,sdg17_5_pipc
46,16329,0.0,87.800003,76.300003,0.222,5.6999998,49.200001,11.3,3.0,6.1999998,36.700001,41.799999,56.5,0.5,0.0,0.0,18.9,0.0,87.300003,6.1999998,3.5,8.8999996,89.300003,100.0,46.400002,1.8,0.80000001,0.89999998,0.69999999,65.900002,8.6999998,0.0,67.800003,25,29.4,0.1,15.3,67.599998,46.799999,9.6999998,28.299999,0.0,0.80000001,4,2.9000001,14.7,23.299999,1.9,0.40000001,26.0,14.1,17.4,91.900002,0.0,2.4000001,0.1,0.0,9.6999998,0.0,0.0,68.099998,89.699997,0.80000001,537
47,11395,74.599998,54.799999,41.0,0.106,58.400002,18.0,18.9,0.30000001,2.4000001,66.699997,30.200001,38.5,0.0,0.0,0.0,26.799999,0.0,90.699997,1.1,0.40000001,11.4,95.800003,50.0,49.599998,2.5,0.89999998,0.69999999,0.40000001,81.0,66.800003,0.0,82.900002,111,76.0,0.30000001,9.1999998,70.400002,25.0,6.0,41.700001,35.599998,0.5,2,3.0999999,12.5,62.099998,4.4000001,0.34,89.0,7.8000002,32.200001,40.0,83.5,1.1,0.30000001,0.0,0.0,0.0,0.0,71.0,87.300003,1.3,953
48,51916,75.800003,19.700001,43.400002,0.055,75.0,14.2,27.5,267.70001,49.099998,82.5,17.4,21.299999,3.2,1.8,0.1,76.900002,0.0,74.400002,5.4000001,4.1999998,17.4,96.5,0.0,71.400002,1.4,1.0,1.1,0.69999999,96.300003,54.700001,79.5,89.199997,279,73.599998,1.4,6.0,69.0,46.099998,20.299999,27.5,24.299999,2.4000001,3,30.9,31.799999,68.5,3.7,0.34,72.0,5.1999998,31.5,16.700001,107.5,1.3,4.1999998,0.14,15.5,0.148,1.4,76.0,89.599998,4.8000002,1133
49,9674,0.0,84.199997,65.099998,0.088,27.6,18.0,18.9,2.0,7.4000001,48.900002,34.599998,44.900002,0.0,0.0,0.0,10.5,0.0,74.800003,8.8999996,5.0,8.5,87.800003,26.299999,76.599998,2.4000001,0.89999998,0.69999999,0.69999999,93.800003,38.200001,0.0,82.599998,30,46.5,0.1,27.299999,71.900002,48.400002,9.6000004,26.299999,0.0,0.1,1,3.3,33.299999,44.799999,1.7,0.38,31.0,14.9,21.200001,69.699997,1.5,1.7,0.1,0.0,0.0,0.0,0.0,64.0,91.099998,0.1,643
50,3529,0.0,93.900002,95.0,0.241,5.0999999,49.200001,11.3,3.0,0.89999998,27.299999,50.5,66.5,0.0,0.0,0.0,0.0,0.0,9.3999996,0.0,0.0,4.1999998,90.5,55.599998,70.0,1.0,0.80000001,0.80000001,0.69999999,63.5,15.4,0.0,53.099998,13,17.0,0.0,37.299999,75.0,52.599998,9.1999998,33.0,0.0,0.0,1,0.89999998,25.0,22.799999,0.30000001,0.37,15.0,48.700001,28.0,89.5,0.0,2.0,0.0,0.0,7.0,0.0,0.0,46.5,83.699997,0.0,881
51,16175,0.0,91.599998,90.900002,0.189,17.0,23.1,21.700001,0.80000001,0.0,13.1,37.900002,49.099998,0.0,0.0,0.0,6.1999998,0.0,53.299999,3.9000001,5.5,4.3000002,81.599998,100.0,54.299999,0.89999998,0.60000002,0.69999999,0.89999998,85.699997,29.700001,0.0,56.299999,26,15.5,0.1,18.4,77.800003,71.599998,9.6999998,15.1,0.0,0.30000001,1,3.8,20.299999,22.1,0.80000001,0.5,20.0,30.799999,10.6,72.599998,0.0,2.0,0.1,0.0,0.1,0.0,0.0,69.199997,93.900002,0.1,708
52,9702,55.299999,53.599998,61.599998,0.093999997,61.400002,7.5999999,32.799999,7.1999998,76.800003,70.099998,18.0,22.6,2.5,0.0,0.1,11.1,0.0,94.300003,3.5999999,2.0,10.1,93.699997,66.699997,55.400002,2.2,0.89999998,0.89999998,0.60000002,92.599998,49.799999,0.0,85.699997,79,71.199997,0.1,8.3000002,77.0,49.299999,6.0999999,23.1,10.8,0.40000001,1,2.5,0.0,67.900002,1.7,0.41,73.0,5.5999999,42.299999,35.700001,15.3,1.4,0.1,0.0,0.2,0.001,0.0,63.799999,91.5,0.69999999,1059
53,5850,0.0,39.099998,69.699997,0.156,48.099998,18.1,23.4,3.5,20.4,53.900002,23.6,28.4,3.5999999,0.0,0.0,0.0,0.0,61.099998,3.5,1.2,6.5999999,91.199997,100.0,68.199997,3.3,0.89999998,0.89999998,0.69999999,89.5,56.599998,0.0,79.800003,118,43.0,0.1,10.3,79.199997,51.799999,9.5,22.0,34.099998,0.1,1,1.1,3.2,61.5,2.5999999,0.43000001,58.0,17.4,30.799999,47.400002,14.0,1.2,0.1,0.0,0.0,0.0,0.0,71.5,82.400002,0.30000001,1516
54,17047,26.6,13.1,52.599998,0.11,64.900002,7.5999999,32.799999,21.4,44.799999,77.199997,17.4,21.700001,0.80000001,0.0,0.0,11.9,29.9,72.0,4.6999998,5.0999999,19.6,95.800003,25.799999,27.6,1.1,1.0,0.89999998,0.60000002,88.800003,60.400002,0.0,86.0,761,54.400002,0.5,8.6000004,75.5,46.599998,7.5999999,26.0,17.700001,0.60000002,0,1.5,13.5,61.5,16.9,0.37,120.0,5.5,38.200001,26.299999,300.5,1.6,20.299999,2.9400001,2.5,1.117,0.0,70.099998,86.5,52.299999,1187
55,1722480,99.199997,24.6,21.299999,0.012,95.599998,7.5999999,32.799999,,,90.0,14.9,18.299999,0.0,0.5,0.0,123.6,484.20001,61.599998,4.5999999,3.0,27.6,98.599998,50.0,55.599998,1.5,1.0,0.80000001,0.69999999,99.900002,60.0,32.0,99.0,566,95.300003,0.89999998,4.0999999,70.900002,50.400002,9.6000004,20.1,33.0,14.3,3,3.0999999,21.0,85.5,7.5,0.25999999,250.0,3.8,29.4,3.5,212.0,0.89999998,0.89999998,5.4400001,0.60000002,0.458,2.3,82.199997,85.0,31.700001,545
56,22564,47.599998,43.900002,75.300003,0.257,22.4,25.200001,20.1,668.79999,60.0,59.0,25.200001,31.6,0.0,0.0,0.0,4.5,33.900002,119.9,7.0,7.9000001,11.8,92.800003,33.299999,24.1,1.1,0.89999998,1.3,0.60000002,36.799999,41.599998,0.0,69.400002,112,36.700001,0.80000001,3.0,72.400002,44.400002,9.0,27.299999,17.9,1.0,2,0.0,0.0,45.5,2.8,0.38,117.0,7.3000002,47.0,22.9,0.0,1.3,20.799999,0.14,33.599998,0.061000001,0.0,53.200001,84.199997,1.3,211
57,16027,52.299999,51.599998,72.5,0.183,52.099998,12.5,31.200001,173.2,80.599998,76.099998,23.0,28.700001,0.0,0.0,0.0,32.200001,0.0,100.0,6.1999998,3.5,7.8000002,93.400002,85.699997,50.0,1.8,1.0,1.7,0.60000002,70.599998,39.400002,0.0,71.599998,144,54.700001,0.2,3.7,75.0,41.599998,5.6999998,35.299999,31.9,0.5,2,3.2,0.0,55.700001,2.5,0.38,193.0,5.5,43.099998,14.5,87.599998,1.1,67.5,2.0599999,0.0,0.986,0.0,80.900002,71.199997,3.4000001,456
58,24077,38.799999,37.0,55.099998,0.061999999,83.5,7.5999999,32.799999,160.7,556.20001,82.0,17.700001,21.799999,0.0,0.0,0.0,105.9,0.0,81.800003,4.0999999,2.5999999,9.8000002,94.800003,40.0,72.300003,1.7,1.0,0.89999998,0.5,92.400002,48.799999,0.0,91.400002,175,82.400002,0.30000001,5.9000001,76.400002,36.900002,8.3000002,29.9,21.6,0.80000001,2,3.0,25.0,69.099998,3.0999999,0.36000001,156.0,4.4000001,50.200001,8.5,2.5,1.9,3.5,1.15,0.0,0.12899999,0.0,69.5,83.699997,5.0,612
59,12283,0.0,39.299999,68.300003,0.077,35.299999,14.0,22.799999,3.9000001,0.40000001,39.700001,26.9,33.400002,0.0,0.0,0.0,60.299999,0.0,69.5,7.3000002,6.8000002,5.5999999,93.900002,100.0,41.700001,1.3,0.89999998,1.0,0.80000001,88.0,41.400002,0.0,87.400002,147,48.0,0.2,9.1000004,80.800003,68.5,13.5,17.5,8.5,0.60000002,1,3.0,22.200001,66.900002,1.5,0.36000001,50.0,7.5999999,27.9,61.299999,0.0,1.4,2.0999999,0.07,0.0,0.048999999,0.0,67.5,86.0,0.1,1341
60,15198,0.0,89.900002,93.099998,0.285,7.6999998,38.5,13.6,5.5999999,2.8,17.9,27.6,35.799999,0.0,0.0,0.0,13.3,0.0,62.0,6.8000002,5.8000002,4.9000001,93.599998,61.5,44.5,1.5,0.80000001,1.0,0.69999999,48.799999,19.9,0.0,41.299999,26,11.0,0.2,14.5,77.5,57.799999,9.6999998,26.6,0.0,1.2,1,2.9000001,14.6,23.5,1.4,0.37,23.0,18.6,25.1,81.699997,4.5999999,1.8,9.6999998,0.15000001,0.0,0.101,0.0,83.599998,80.800003,0.40000001,441
61,19355,0.0,62.200001,71.800003,0.12,35.700001,14.0,22.799999,2.7,1.3,47.200001,23.0,28.799999,0.1,0.0,0.0,96.099998,13.6,85.0,7.3000002,4.5999999,6.0999999,93.599998,72.699997,66.099998,2.0,0.89999998,1.0,0.80000001,75.5,42.900002,0.0,72.0,101,41.099998,0.80000001,10.0,81.0,68.800003,5.6999998,15.6,10.6,0.80000001,1,3.2,14.0,51.799999,1.1,0.34999999,65.0,6.3000002,19.6,57.200001,40.299999,1.0,1.4,0.059999999,0.0,0.028000001,0.0,92.300003,90.199997,1.5,1340
62,21619,11.6,52.799999,59.0,0.064999998,38.599998,14.0,22.799999,1.3,0.0,55.400002,20.4,25.4,0.0,0.0,0.0,188.10001,25.6,65.0,5.3000002,4.3000002,8.8000002,95.400002,81.0,55.400002,1.4,0.89999998,0.89999998,1.0,87.300003,42.400002,0.0,85.900002,141,56.799999,0.60000002,7.5999999,78.199997,74.599998,5.5,9.6999998,24.200001,0.60000002,1,3.4000001,19.5,64.599998,1.3,0.31999999,85.0,4.0999999,20.0,56.900002,10.2,1.0,0.80000001,0.090000004,0.0,0.037,1.7,68.800003,91.800003,0.5,799
63,8032,48.299999,,52.900002,0.115,25.5,19.200001,20.6,3.8,5.5,53.799999,37.900002,49.5,0.0,0.0,0.0,12.7,0.0,77.199997,4.4000001,3.0,13.1,92.199997,66.699997,33.299999,1.8,0.89999998,0.69999999,0.69999999,80.900002,33.099998,0.0,76.599998,2,46.700001,0.40000001,,69.800003,49.200001,18.700001,25.299999,0.0,0.30000001,2,2.9000001,8.3000002,43.200001,9.1000004,0.37,,13.7,18.6,72.699997,0.0,1.9,0.40000001,0.0,0.0,0.0,0.0,72.800003,96.099998,0.40000001,857
64,5726,0.0,90.099998,92.900002,0.26800001,5.5,52.599998,12.2,29.5,2.4000001,21.4,32.200001,37.5,0.0,0.0,0.0,0.0,0.0,69.300003,2.2,3.5,10.1,95.099998,22.200001,52.400002,0.60000002,0.89999998,0.89999998,0.89999998,60.900002,13.0,0.0,47.799999,20,11.1,0.0,17.200001,74.800003,63.799999,14.7,17.200001,0.0,0.30000001,1,4.4000001,18.799999,23.299999,2.0999999,0.34,24.0,12.7,24.799999,87.199997,0.0,2.0,0.0,0.0,0.0,0.0,0.0,67.199997,91.900002,0.0,1258
65,31922,13.9,71.300003,76.0,0.215,22.4,29.5,18.0,4.1999998,8.5,39.400002,40.799999,52.0,2.0,0.0,0.0,21.200001,0.0,74.5,4.4000001,6.0,5.5,83.300003,69.400002,57.599998,0.89999998,0.80000001,1.1,0.69999999,59.799999,31.1,0.0,73.599998,54,39.0,0.80000001,14.5,70.199997,51.799999,9.1999998,22.299999,18.4,0.60000002,2,2.7,16.200001,43.200001,1.6,0.49000001,39.0,29.299999,20.4,72.400002,8.1000004,2.0,0.80000001,0.0,0.0,0.0,0.0,76.800003,89.599998,0.80000001,407
66,5812,0.0,92.400002,80.5,0.18799999,18.1,31.5,19.5,441.29999,2.0999999,30.700001,41.0,54.799999,0.0,0.0,0.0,0.0,90.5,80.400002,2.4000001,2.0999999,11.5,95.5,100.0,40.0,1.3,0.80000001,1.0,0.80000001,61.0,47.299999,0.0,61.200001,19,26.6,3.5999999,28.5,74.400002,61.799999,13.8,18.9,0.0,0.30000001,2,3.8,33.299999,40.900002,4.0,0.31999999,23.0,6.0,31.0,70.0,0.0,2.0999999,3.5999999,0.0,0.5,0.0,0.0,36.099998,94.0,0.40000001,452
67,1069,0.0,90.199997,89.0,0.25299999,12.4,52.599998,12.2,29.9,0.0,28.700001,28.700001,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.200001,15.0,98.800003,66.699997,52.400002,0.0,0.80000001,1.3,0.80000001,47.700001,9.3000002,0.0,44.5,22,15.5,0.0,36.799999,65.300003,54.599998,44.599998,31.700001,0.0,0.0,0,1.6,50.0,35.799999,6.8000002,0.22,28.0,2.5,43.400002,85.699997,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.700001,82.099998,0.0,2393
68,24070,52.700001,38.599998,76.199997,0.198,46.299999,12.5,31.200001,252.60001,75.800003,68.5,18.1,22.1,0.0,0.0,0.0,49.0,34.700001,116.0,4.4000001,3.0,9.3000002,93.699997,92.199997,36.5,1.7,0.89999998,1.0,0.60000002,71.699997,80.300003,0.0,63.0,162,40.5,0.2,4.0999999,70.199997,39.700001,10.1,33.400002,17.4,0.89999998,1,2.9000001,0.0,40.799999,2.2,0.38,135.0,3.9000001,45.900002,16.5,16.700001,1.1,382.10001,0.66000003,33.099998,0.58200002,0.0,72.900002,78.699997,13.0,216
69,23834,27.299999,46.900002,74.5,0.19599999,46.099998,12.5,31.200001,66.0,183.5,74.300003,16.0,19.9,0.0,0.40000001,0.0,31.0,34.200001,104.6,5.0999999,3.8,6.9000001,94.0,87.5,71.199997,1.3,1.0,1.1,0.40000001,80.199997,41.599998,0.0,66.099998,126,38.0,0.1,7.8000002,76.300003,34.099998,12.9,38.900002,13.0,0.89999998,2,1.8,17.0,42.0,2.3,0.38999999,125.0,6.0,41.400002,34.400002,0.0,1.8,74.300003,3.1900001,0.1,1.0,0.0,96.900002,82.599998,3.0,661
70,4577,49.900002,,77.5,0.161,33.200001,15.1,32.099998,967.09998,96.900002,69.800003,21.5,25.799999,0.0,2.2,0.0,0.0,0.0,137.3,9.6000004,11.7,9.8999996,97.599998,0.0,56.700001,1.0,1.0,1.1,0.40000001,34.900002,41.299999,0.0,88.0,40,28.4,0.0,,76.900002,33.599998,8.5,46.799999,0.0,0.0,0,0.0,0.0,64.0,3.5999999,0.30000001,,3.3,41.900002,14.8,0.0,1.0,24.1,0.5,0.0,0.093000002,0.0,71.400002,91.199997,1.2,1244
71,581,0.0,86.900002,83.599998,0.208,15.5,31.5,19.5,34.099998,0.0,32.400002,20.799999,22.799999,0.0,0.0,0.0,0.0,0.0,125.0,0.0,7.6999998,9.8000002,96.199997,60.0,54.200001,0.0,1.0,2.0,0.80000001,73.900002,14.3,0.0,51.299999,34,24.9,0.1,33.799999,76.099998,58.5,23.5,29.4,0.0,0.0,0,0.80000001,100.0,37.0,1.8,0.23999999,35.0,1.3,36.5,84.5,1125.0,2.0999999,0.1,0.0,0.0,0.0,0.0,50.299999,84.5,5.8000002,3806
72,24107,18.4,36.200001,60.799999,0.149,47.299999,23.299999,26.0,24.700001,18.4,55.099998,15.7,18.9,5.5,1.3,0.30000001,33.700001,0.0,85.0,5.3000002,3.4000001,12.0,90.199997,27.799999,58.400002,1.6,0.89999998,1.0,0.60000002,91.400002,58.0,0.0,68.199997,125,36.799999,0.5,11.2,78.800003,44.299999,10.9,30.9,29.299999,0.5,2,27.200001,25.6,36.5,2.4000001,0.43000001,58.0,4.3000002,29.4,39.700001,1.8,1.1,7.5999999,0.16,14.6,0.116,2.8,71.699997,87.900002,1.1,1346
73,8038,65.900002,30.6,63.599998,0.183,49.400002,15.1,32.099998,1446.3,79.599998,78.199997,21.9,27.5,0.0,0.0,0.2,65.099998,0.0,110.2,6.9000001,3.4000001,11.1,98.099998,75.0,47.099998,2.0,1.0,1.4,0.60000002,52.400002,30.799999,0.0,86.800003,211,45.799999,0.2,3.4000001,72.199997,40.099998,20.799999,34.099998,25.6,0.60000002,2,2.8,0.0,53.299999,2.9000001,0.30000001,190.0,3.4000001,40.5,5.6999998,0.0,1.0,4.5999999,0.090000004,0.0,0.028999999,0.0,72.300003,83.199997,1.5,618
74,5216,71.5,32.200001,60.700001,0.14399999,57.599998,15.1,32.099998,1926.6,131.2,81.699997,21.6,27.1,0.0,1.9,0.0,19.4,0.0,115.7,5.5,7.8000002,10.3,96.800003,50.0,40.0,1.0,1.0,1.7,0.60000002,65.199997,24.799999,0.0,84.099998,332,40.799999,0.2,3.2,75.300003,43.700001,11.6,33.299999,19.299999,0.1,1,3.9000001,11.8,60.900002,3.0999999,0.31999999,259.0,4.9000001,27.799999,8.0,0.0,1.0,113.0,1.0700001,0.0,0.20100001,0.0,86.0,92.300003,3.5,489
75,12757,16.6,75.800003,82.400002,0.134,28.299999,23.1,21.700001,7.3000002,23.5,20.0,37.099998,48.200001,0.0,0.0,0.0,7.9000001,0.0,38.400002,2.3,2.9000001,6.5,90.0,44.400002,64.800003,0.89999998,0.80000001,0.80000001,0.80000001,73.699997,41.599998,0.0,78.099998,56,34.799999,0.5,22.0,64.5,53.200001,14.2,24.700001,7.9000001,0.30000001,2,5.5,25.0,52.299999,2.5999999,0.38,44.0,16.5,21.0,58.599998,0.0,1.0,0.5,0.0,0.0,0.0,0.0,64.0,93.900002,0.80000001,406
76,35997,12.1,85.599998,87.599998,0.30399999,14.1,49.200001,11.3,6.4000001,0.60000002,24.1,60.5,79.599998,1.3,0.0,0.0,19.4,0.0,94.199997,6.6999998,5.9000001,4.0999999,75.099998,0.0,46.400002,1.9,0.80000001,0.89999998,0.69999999,64.099998,31.4,0.0,62.299999,26,23.799999,0.1,15.3,74.699997,53.599998,10.9,31.6,2.8,0.89999998,1,1.3,9.8999996,22.5,1.2,0.58999997,27.0,43.099998,25.700001,79.800003,0.0,2.0,0.1,0.0,0.0,0.0,0.0,77.0,85.400002,0.0,557
77,31517,0.0,85.800003,90.800003,0.26199999,7.1999998,49.200001,11.3,3.5,3.0,22.700001,60.900002,82.300003,0.0,0.0,0.0,20.200001,0.0,66.0,7.1999998,7.0,5.5,82.199997,60.0,53.900002,1.2,0.80000001,0.89999998,0.69999999,66.0,12.2,0.0,53.0,29,16.200001,0.0,21.1,73.5,51.599998,9.8999996,25.0,0.0,0.69999999,1,2.0999999,12.5,17.4,0.69999999,0.5,32.0,43.299999,21.200001,89.300003,0.5,2.0,0.0,0.0,0.0,0.0,0.0,71.300003,86.400002,0.1,745
78,5301,0.0,58.0,66.0,0.146,18.9,29.5,18.0,22.799999,83.300003,44.299999,54.900002,71.300003,0.0,0.0,0.0,0.0,0.0,118.8,2.0,4.8000002,28.299999,98.5,73.699997,70.099998,0.5,0.89999998,1.2,0.89999998,70.699997,25.799999,0.0,58.099998,117,34.799999,0.2,23.6,75.400002,64.400002,15.7,16.9,0.0,0.60000002,0,3.0,15.0,31.6,3.4000001,0.23,36.0,4.3000002,21.6,76.599998,5.9000001,3.0,0.2,0.0,13.1,0.0,7.0,22.6,91.5,0.0,144
79,169360,95.199997,17.700001,28.299999,0.026000001,84.599998,11.0,24.700001,,,82.099998,23.4,28.200001,3.4000001,0.0,0.0,75.800003,59.0,48.900002,4.5,2.7,24.799999,96.699997,90.0,67.400002,1.7,0.89999998,0.89999998,0.69999999,80.599998,64.099998,0.0,97.0,312,93.0,1.7,4.9000001,65.199997,46.200001,12.3,19.700001,26.5,6.5999999,2,4.6999998,22.1,82.099998,5.5,0.30000001,67.0,7.9000001,23.4,10.8,614.20001,0.80000001,1.7,0.0,86.199997,0.0,8.0,72.900002,91.0,24.9,569
80,208913,87.0,30.299999,36.299999,0.052000001,66.800003,11.0,24.700001,2.5999999,11.3,79.900002,25.299999,31.700001,1.0,0.0,0.0,45.799999,60.400002,51.299999,4.9000001,2.4000001,25.4,95.900002,90.0,66.699997,2.0,0.89999998,0.89999998,0.69999999,88.5,73.900002,141.89999,93.300003,253,85.800003,1.3,7.1999998,66.699997,44.5,9.6000004,20.200001,19.9,6.5,1,2.5,13.7,76.199997,4.9000001,0.34,98.0,8.5,20.6,21.5,396.39999,0.40000001,1.3,0.0,58.299999,0.0049999999,2.8,86.599998,91.300003,16.4,587
81,65881,91.800003,20.1,34.900002,0.050000001,75.5,11.0,24.700001,,,81.199997,24.5,30.700001,0.2,0.0,0.0,50.200001,108.9,52.200001,5.4000001,2.5999999,25.9,96.400002,26.9,57.099998,2.2,0.89999998,0.89999998,0.69999999,81.900002,39.900002,0.0,94.199997,342,86.300003,0.60000002,5.5999999,67.099998,48.200001,8.8000002,18.299999,23.799999,3.0999999,0,3.0,15.0,77.300003,4.6999998,0.31,91.0,9.1000004,24.5,15.0,82.0,0.80000001,0.60000002,0.0,93.900002,0.0,3.9000001,77.5,90.099998,18.6,864
82,59172,100.0,10.6,17.1,0.0070000002,92.5,11.0,24.700001,,,88.599998,22.5,27.4,0.69999999,0.0,0.0,61.599998,80.900002,46.200001,4.0,2.2,30.799999,97.5,60.0,62.5,1.8,1.0,0.80000001,0.69999999,84.300003,71.800003,0.0,99.400002,364,96.699997,0.5,4.0999999,65.800003,45.299999,10.2,18.799999,22.6,2.5,2,4.0,40.0,87.599998,6.1999998,0.49000001,38.0,4.5999999,21.5,5.0999999,218.89999,0.0,0.5,0.0,0.0,0.0,3.5999999,76.099998,93.199997,20.1,710
83,47135,34.400002,29.700001,51.700001,0.086000003,62.599998,11.0,24.700001,1.0,14.7,64.599998,27.700001,35.400002,1.8,0.0,0.0,52.5,22.200001,70.599998,4.0,2.0,11.5,92.800003,55.599998,72.900002,2.0999999,0.89999998,1.0,0.69999999,91.199997,54.200001,0.0,88.199997,196,77.300003,2.0999999,7.0,69.300003,46.200001,8.8000002,23.9,15.1,1.9,3,3.8,25.5,64.5,4.0999999,0.43000001,62.0,17.1,26.5,33.5,22.9,1.1,2.0999999,0.0,44.900002,0.0,4.4000001,72.900002,88.800003,1.5,453
84,62131,78.900002,30.1,42.900002,0.052999999,67.300003,11.0,24.700001,1.3,30.9,74.099998,22.200001,27.200001,0.89999998,0.0,0.0,45.700001,78.5,58.099998,4.4000001,2.0,19.799999,95.0,100.0,59.200001,2.3,0.89999998,0.80000001,0.69999999,87.800003,33.599998,0.0,92.900002,215,86.699997,1.5,7.0999999,66.099998,44.700001,9.1000004,21.5,15.0,3.7,3,3.3,21.299999,74.699997,3.9000001,0.36000001,78.0,9.1000004,25.700001,27.1,222.8,0.60000002,1.5,0.0,79.199997,0.0,1.7,85.400002,89.599998,6.0,1113
85,8722,47.900002,41.5,53.0,0.13500001,44.0,18.1,23.4,4.0,17.799999,57.299999,33.900002,43.5,1.0,0.0,0.0,81.199997,29.1,58.099998,2.7,2.2,19.0,91.300003,25.0,49.0,1.2,0.89999998,1.1,0.69999999,87.099998,52.0,0.0,77.300003,184,50.799999,0.80000001,13.5,61.200001,42.700001,11.7,22.4,11.6,0.69999999,1,7.5,3.0999999,52.200001,5.1999998,0.43000001,73.0,18.9,12.6,54.099998,83.0,1.0,0.80000001,0.0,0.0,0.0,0.0,66.300003,92.599998,2.2,1094
86,17372,0.0,66.599998,87.099998,0.29800001,16.0,30.200001,14.7,14.8,40.299999,42.700001,32.799999,42.5,0.5,0.0,0.0,30.299999,62.099998,101.1,5.3000002,3.2,3.8,88.0,61.099998,67.400002,1.9,0.80000001,1.1,0.69999999,44.400002,23.200001,0.0,50.900002,47,23.4,0.89999998,11.9,78.5,56.5,8.8999996,24.299999,6.0,0.5,1,1.3,0.0,27.9,1.2,0.49000001,47.0,40.599998,25.700001,72.300003,0.0,1.6,4.0999999,0.1,56.799999,0.066,0.0,63.799999,88.400002,0.5,619
87,13184,34.200001,22.299999,58.299999,0.104,67.0,7.5999999,32.799999,24.700001,33.400002,76.199997,16.700001,20.5,0.0,0.0,0.1,81.699997,0.0,96.800003,6.9000001,4.1999998,8.5,94.099998,41.5,56.5,1.8,1.0,1.0,0.5,89.400002,63.400002,0.0,82.800003,247,56.0,0.30000001,7.5,71.199997,35.299999,14.9,32.599998,7.5,0.60000002,1,4.0,21.4,62.900002,4.5,0.38,72.0,3.9000001,39.5,20.9,0.0,1.0,21.799999,0.68000001,72.300003,0.428,0.0,68.800003,83.099998,4.8000002,497
88,23629,65.099998,34.200001,60.700001,0.118,66.800003,7.5999999,32.799999,45.400002,134.8,75.699997,15.8,18.700001,0.0,0.0,0.0,70.0,267.89999,76.400002,6.0,2.5,11.0,94.300003,40.0,62.5,2.8,0.89999998,1.1,0.60000002,92.300003,23.5,0.0,81.900002,199,69.699997,0.2,5.9000001,71.800003,40.099998,9.1000004,27.4,13.0,0.69999999,3,3.4000001,17.1,60.599998,4.3000002,0.38,133.0,4.3000002,43.599998,22.6,129.10001,1.0,8.3000002,3.4400001,24.5,0.67000002,0.0,78.699997,86.199997,3.2,319
89,13077,70.800003,43.700001,64.099998,0.18000001,41.0,15.1,32.099998,609.79999,23.6,70.599998,18.5,22.4,0.0,3.0999999,1.9,31.9,61.200001,114.8,4.6999998,5.4000001,12.8,97.199997,100.0,41.700001,1.0,1.0,1.3,0.60000002,55.400002,29.6,0.0,90.199997,158,44.299999,0.2,4.9000001,71.300003,39.299999,11.1,32.799999,23.6,0.30000001,0,4.0999999,29.700001,58.900002,2.5,0.28,173.0,2.8,41.299999,6.4000001,0.0,1.0,41.400002,0.16,71.400002,0.088,2.7,60.099998,86.099998,2.0999999,33
90,19735,78.800003,19.9,31.299999,0.050999999,83.599998,7.5999999,32.799999,93.800003,325.60001,87.400002,14.1,16.200001,0.0,0.0,0.0,20.4,90.199997,98.800003,9.1000004,4.5,20.4,96.5,80.0,77.099998,2.2,1.0,1.6,0.60000002,98.400002,60.700001,65.800003,94.400002,347,80.099998,0.89999998,3.3,68.900002,42.099998,9.3000002,26.9,10.2,0.40000001,2,0.0,0.0,72.800003,3.0,0.31,127.0,3.0,33.299999,11.9,240.10001,1.0,3.9000001,4.54,0.0,0.57999998,1.7,67.699997,85.900002,20.6,857
91,2828,0.0,91.099998,81.599998,0.20900001,21.4,29.5,18.0,0.69999999,0.0,24.0,45.5,59.099998,0.0,0.0,0.0,0.0,0.0,92.599998,3.4000001,0.0,4.5999999,92.5,76.699997,67.800003,1.0,0.80000001,0.69999999,0.69999999,89.900002,38.5,0.0,74.800003,19,22.0,0.0,10.9,71.400002,52.099998,12.9,33.299999,0.0,0.0,0,1.6,11.1,19.6,2.7,0.34999999,32.0,8.3000002,20.0,70.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,81.699997,88.5,0.0,1693
