asdf_id,shapeName,co2015,co2016,co2017,co2018,co2019,co2020,shapeID,tr100_co2015,tr100_co2016,tr100_co2017,tr100_co2018,tr100_co2019,tr100_co2020,tr400_co2015,tr400_co2016,tr400_co2017,tr400_co2018,tr400_co2019,tr400_co2020,tr6_co2015,tr6_co2016,tr6_co2017,tr6_co2018,tr6_co2019,tr6_co2020
280,Mineros,397.51172,401.34512,405.10751,405.89847,408.31927,411.69006,BOL-ADM3-33444609B82751741,398.37256,401.00397,403.64392,406.28729,408.9429,411.61685,398.38303,401.0011,403.63409,406.28091,408.94388,411.62451,398.21796,401.05292,403.79312,406.36847,408.91989,411.5152
281,Pampa Grande,397.8446,401.30661,402.4834,405.29822,408.79031,409.48468,BOL-ADM3-33444609B58335505,398.25424,400.61868,402.99292,405.37988,407.77731,410.18167,398.25842,400.61792,402.99005,405.37622,407.77536,410.18695,398.19479,400.63245,403.02811,405.43326,407.81152,410.10461
282,Mairana,398.57556,401.83322,403.69736,405.12643,409.00195,409.311,BOL-ADM3-33444609B78053551,399.12552,401.30295,403.48669,405.67651,407.87415,410.07626,399.13217,401.30161,403.48132,405.6713,407.87241,410.08328,399.02866,401.32571,403.5625,405.74655,407.90662,409.97223
283,Puerto Villarroel,397.80704,400.65738,400.18283,404.48447,409.8696,407.91766,BOL-ADM3-33444609B66013257,397.62009,399.94263,402.28082,404.64352,407.01929,409.39398,397.61707,399.94415,402.28543,404.64313,407.01443,409.39594,397.66919,399.91534,402.19623,404.65527,407.11148,409.3526
284,Colpa BÃ©lgica,397.79968,403.29822,405.30234,406.25507,408.19525,410.38663,BOL-ADM3-33444609B84075203,399.5751,401.83337,404.08646,406.33087,408.5751,410.82742,399.59491,401.828,404.06912,406.3175,408.57492,410.84387,399.28162,401.92343,404.34186,406.51324,408.56848,410.60004
285,Puerto Suarez,398.4671,402.59262,403.82031,405.40594,407.86951,411.14865,BOL-ADM3-33444609B58337466,399.13083,401.41818,403.71207,406.01752,408.34061,410.6817,399.13181,401.41586,403.71149,406.01984,408.34235,410.67953,399.10895,401.46295,403.7269,405.97705,408.30655,410.71832
286,El Carmen Rivero TÃ³rrez,398.09055,402.5162,404.01721,405.79504,408.17752,411.07407,BOL-ADM3-33444609B52930702,398.97977,401.35559,403.73651,406.12497,408.52679,410.94418,398.98584,401.35272,403.73151,406.12265,408.52777,410.94751,398.8877,401.40668,403.81238,406.15189,408.50674,410.90265
287,RoborÃ©,399.63644,401.48413,404.02377,407.61624,409.14813,410.89844,BOL-ADM3-33444609B32568642,399.56119,401.90811,404.26935,406.64178,409.01935,411.40573,399.56558,401.90866,404.26569,406.63596,409.01761,411.4122,399.50385,401.89258,404.31699,406.73312,409.0484,411.31079
288,San MatÃ­as,398.25574,402.84015,403.08286,405.58002,408.36469,411.19815,BOL-ADM3-33444609B83253902,398.92554,401.29358,403.66895,406.0603,408.4707,410.89835,398.92517,401.29147,403.6701,406.0632,408.47186,410.8956,398.92401,401.33606,403.65433,406.01093,408.44928,410.94281
289,Charagua,398.87943,401.15771,403.12805,405.72662,408.65521,409.57971,BOL-ADM3-33444609B85273692,398.92325,401.1474,403.38358,405.63147,407.88815,410.15155,398.92572,401.14761,403.38187,405.62836,407.88641,410.15546,398.89093,401.14224,403.40436,405.67789,407.91928,410.09113
290,San JosÃ©,398.66174,401.8143,403.7431,408.5704,409.44962,410.39719,BOL-ADM3-33444609B21156081,399.26257,401.72626,404.19901,406.67572,409.14633,411.6196,399.2778,401.72531,404.18649,406.65964,409.14264,411.63766,399.04996,401.73315,404.37155,406.91373,409.20526,411.35608
291,San Rafael,398.8923,401.92413,404.43243,408.73196,410.26764,410.69254,BOL-ADM3-33444609B61104849,399.50748,402.02731,404.5567,407.08859,409.61386,412.14026,399.52423,402.02637,404.5426,407.07092,409.60956,412.16031,399.27246,402.03345,404.75159,407.34647,409.68283,411.84775
292,Ayopaya,399.99286,401.86923,403.73627,407.93796,409.39832,411.18088,BOL-ADM3-33444609B74694029,399.79581,402.13315,404.4863,406.85437,409.22946,411.61392,399.79733,402.13431,404.48532,406.85046,409.22769,411.61765,399.7796,402.11166,404.49188,406.91644,409.25873,411.55466
293,San Ignacio,399.92773,401.44455,404.17114,406.91589,410.52139,411.10159,BOL-ADM3-33444609B38230040,399.57245,401.99377,404.43326,406.88928,409.3573,411.83301,399.57245,401.99512,404.43362,406.88715,409.35495,411.83575,399.57874,401.96539,404.42264,406.92419,409.40237,411.78589
294,Urubicha,399.10947,402.0365,402.35049,405.73965,408.55515,411.09088,BOL-ADM3-33444609B93004293,398.93372,401.25952,403.6008,405.96719,408.3558,410.76199,398.92517,401.2601,403.60907,405.97491,408.35657,410.75317,399.05453,401.25571,403.47806,405.85666,408.34763,410.88638
295,Baures,399.12314,402.59903,402.97675,406.56732,407.91394,411.2598,BOL-ADM3-33444609B21187437,399.36938,401.63242,403.90598,406.1972,408.504,410.82819,399.36673,401.63165,403.90884,406.20013,408.50519,410.82428,399.40253,401.64948,403.86377,406.15286,408.48276,410.8858
296,Trinidad,398.67538,401.85376,404.11813,405.95822,408.69296,411.94815,BOL-ADM3-33444609B59063344,398.89929,401.40189,403.91809,406.45007,409.0022,411.57407,398.89813,401.40094,403.91907,406.45279,409.00357,411.57114,398.91052,401.42123,403.90961,406.40683,408.97839,411.61884
297,San Antonio de Lomerio,400.44333,404.03583,403.98285,405.44391,408.41449,411.65808,BOL-ADM3-33444609B54102559,400.64847,402.63431,404.62808,406.6416,408.68073,410.73926,400.63892,402.63318,404.63696,406.65323,408.68365,410.72635,400.77783,402.66351,404.50385,406.46536,408.63297,410.92889
298,Pojo,397.07855,401.23792,401.05914,403.31137,407.96863,409.17545,BOL-ADM3-33444609B66575543,397.41254,399.74777,402.09348,404.46103,406.85223,409.25659,397.40741,399.74683,402.09921,404.46738,406.85202,409.25073,397.48169,399.77103,402.00833,404.36383,406.85785,409.34091
299,Entre RÃ­os,398.00018,400.37787,400.9006,404.17606,408.54642,408.42056,BOL-ADM3-33444609B6351519,397.72684,399.97427,402.23709,404.52237,406.82352,409.13092,397.72192,399.97543,402.24265,404.52505,406.8212,409.1286,397.80234,399.95273,402.14676,404.4859,406.87219,409.15494
300,Poroma,398.58865,401.09235,402.14294,405.40079,408.28094,408.78299,BOL-ADM3-33444609B40832379,398.64963,400.79428,402.95007,405.11902,407.29575,409.47717,398.65134,400.79465,402.94931,405.11612,407.29361,409.48087,398.62872,400.7876,402.9516,405.16345,407.33615,409.41858
301,Colomi,396.42343,399.23929,400.04593,403.47073,406.4169,409.67422,BOL-ADM3-33444609B77419578,396.0784,398.63251,401.20651,403.81046,406.44232,409.09717,396.06747,398.63345,401.21686,403.82047,406.44366,409.08548,396.23483,398.62338,401.05695,403.66663,406.42273,409.26343
302,Alalay,399.44702,402.17191,403.21906,406.43781,408.2995,409.47849,BOL-ADM3-33444609B47454413,399.72583,401.76248,403.80679,405.85995,407.91733,409.98004,399.73004,401.76208,403.80371,405.85532,407.91577,409.98553,399.6662,401.76822,403.84567,405.92789,407.94321,409.90109
303,Vila Vila,399.16394,401.25296,404.0639,406.17279,408.70059,410.2269,BOL-ADM3-33444609B95117685,399.24619,401.50604,403.77811,406.05856,408.34723,410.64468,399.25018,401.50604,403.77423,406.05429,408.34607,410.64957,399.18869,401.50452,403.8299,406.11993,408.3667,410.57086
304,Ixiamas,399.901,402.09616,404.65988,405.69357,408.43658,410.76212,BOL-ADM3-33444609B5346742,399.96646,402.06854,404.18069,406.30319,408.43991,410.58987,399.96588,402.06796,404.18109,406.30493,408.4407,410.5881,399.97333,402.07736,404.18069,406.27451,408.42746,410.61533
305,Ayata,399.14954,402.36459,403.59445,406.22427,406.92328,412.17447,BOL-ADM3-33444609B73132405,399.28998,401.58109,403.88382,406.20477,408.54782,410.91696,399.28387,401.57996,403.88901,406.21252,408.55154,410.90735,399.36996,401.60446,403.81564,406.0903,408.48102,411.06314
306,Uyuni,398.43893,401.68808,403.75232,406.19659,409.25403,410.65179,BOL-ADM3-33444609B71435776,398.85345,401.29663,403.75076,406.21524,408.69006,411.17468,398.85898,401.29568,403.74612,406.21057,408.68872,411.18057,398.77359,401.31253,403.81332,406.28128,408.71228,411.08786
307,Waldo Ballivian,400.25003,402.23679,405.36737,407.06204,410.60904,410.69943,BOL-ADM3-33444609B66511934,400.39716,402.6424,404.89868,407.1604,409.42679,411.69577,400.4046,402.6424,404.89212,407.15283,409.42407,411.70538,400.2952,402.63815,404.9873,407.27051,409.47522,411.55484
308,Curahuara de Carangas,398.85547,402.3335,403.93024,406.87866,409.39063,411.31293,BOL-ADM3-33444609B68137279,399.29437,401.74179,404.19977,406.66989,409.15082,411.64374,399.29892,401.74063,404.19632,406.66623,409.15005,411.64825,399.22812,401.76016,404.24796,406.72244,409.16409,411.578
309,Choquecota,401.07288,402.35413,405.13483,406.57352,411.44604,411.76114,BOL-ADM3-33444609B36186520,400.55276,402.86325,405.19244,407.54034,409.90674,412.28198,400.54782,402.86496,405.19687,407.54364,409.90518,412.27902,400.62805,402.83405,405.12405,407.49411,409.94193,412.31561
310,Escara,400.68723,402.48718,405.2579,406.82266,409.27396,411.44131,BOL-ADM3-33444609B87640342,400.6076,402.74704,404.89847,407.06064,409.23492,411.42123,400.60739,402.74704,404.89828,407.06082,409.23511,411.42102,400.60971,402.74414,404.90253,407.05618,409.23315,411.42435
311,Coipasa,399.76724,404.04321,404.05981,406.81686,409.47388,411.36099,BOL-ADM3-33444609B79549253,400.43417,402.61646,404.80408,407.00436,409.21738,411.44183,400.4361,402.61475,404.8035,407.00436,409.21738,411.44241,400.40326,402.65256,404.8114,406.99951,409.21698,411.43475
312,Chipaya,400.44229,402.61389,404.74698,406.78223,408.89005,411.03851,BOL-ADM3-33444609B48403080,400.4949,402.58401,404.68344,406.79324,408.91345,411.04492,400.49548,402.58383,404.68286,406.79288,408.91345,411.04532,400.48557,402.5867,404.69214,406.79868,408.91287,411.03806
313,Chayanta,398.34265,401.75159,403.65347,407.42099,409.81549,410.86935,BOL-ADM3-33444609B66088023,398.84622,401.41818,404.00168,406.59485,409.19238,411.79749,398.85593,401.41721,403.9938,406.58496,409.18985,411.80887,398.70892,401.42926,404.10883,406.73874,409.23669,411.62845
314,Salinas de GarcÃ­ Mendoza,400.22903,402.50177,404.56815,406.35596,409.42307,410.39844,BOL-ADM3-33444609B60563542,400.35019,402.4295,404.51831,406.61639,408.7236,410.83722,400.35248,402.42932,404.51657,406.61426,408.72241,410.84015,400.31793,402.43182,404.54242,406.64664,408.74503,410.79138
315,Tupiza,398.06024,401.4075,404.74411,405.89621,408.30527,410.18622,BOL-ADM3-33444609B90206942,398.87418,401.22604,403.58368,405.94028,408.30127,410.67093,398.88693,401.22375,403.57214,405.9306,408.30029,410.68268,398.68896,401.26355,403.75305,406.07599,408.30984,410.5051
316,Atocha,397.84885,401.6442,404.89505,405.77911,408.90088,410.64862,BOL-ADM3-33444609B106993,398.76425,401.23294,403.70764,406.18307,408.66589,411.15881,398.77682,401.23026,403.69647,406.17416,408.66513,411.16998,398.58176,401.2775,403.87265,406.30453,408.67468,411.00201
317,San Pedro de Quemes,398.32721,401.87271,403.11172,405.64706,408.41678,410.47061,BOL-ADM3-33444609B51545061,398.73993,401.08487,403.43936,405.80731,408.18933,410.58398,398.74164,401.08371,403.43842,405.80673,408.18915,410.58517,398.7114,401.10648,403.45361,405.81332,408.19168,410.56833
318,San JuliÃ¡n,398.93524,400.98035,403.36072,405.3573,409.86871,410.53436,BOL-ADM3-33444609B42696709,398.67908,401.11948,403.57751,406.05429,408.54901,411.05392,398.67642,401.12045,403.58023,406.05585,408.54745,411.05295,398.72015,401.10284,403.53479,406.03165,408.58133,411.06256
319,El Puente,398.58386,401.16214,403.3371,406.21658,409.18961,409.57285,BOL-ADM3-33444609B68632045,398.83499,401.15985,403.49554,405.83981,408.18839,410.54092,398.84241,401.15967,403.48978,405.83209,408.18564,410.55032,398.7348,401.15909,403.57367,405.95422,408.23724,410.40057
320,Comarapa,397.9361,400.36139,401.08572,404.32703,408.12042,408.99686,BOL-ADM3-33444609B10638383,397.65915,399.95941,402.27585,404.61533,406.9729,409.34091,397.65326,399.96054,402.28198,404.61938,406.97156,409.33661,397.74789,399.94205,402.1788,404.55728,407.00143,409.39633
321,Bermejo,396.6329,400.05081,402.15714,406.94061,406.42099,409.44061,BOL-ADM3-33444609B8717747,397.32538,399.82993,402.34357,404.86084,407.3754,409.9007,397.3392,399.8284,402.33148,404.84732,407.37402,409.91534,397.12781,399.85052,402.51166,405.06128,407.39114,409.69376
322,Villa Charcas,397.00632,401.39438,403.21643,406.01962,408.1969,408.91306,BOL-ADM3-33444609B53463626,398.20239,400.57092,402.94144,405.30972,407.67484,410.04224,398.22043,400.56787,402.92624,405.29428,407.67194,410.06061,397.94464,400.61716,403.15533,405.52896,407.71722,409.77875
323,Puerto Acosta,398.44818,402.61884,404.11255,406.96094,409.7113,411.87839,BOL-ADM3-33444609B82635532,399.11789,401.70425,404.30038,406.90906,409.53046,412.16602,399.12381,401.70233,404.29596,406.905,409.53009,412.17111,399.03131,401.73642,404.36517,406.96359,409.5379,412.09409
324,Escoma,398.1904,402.37949,404.00922,407.86765,409.85388,411.30661,BOL-ADM3-33444609B17656422,399.04218,401.65598,404.27823,406.90753,409.53964,412.18015,399.0549,401.65387,404.26764,406.89569,409.53729,412.19391,398.858,401.68567,404.42496,407.07715,409.57599,411.9819
325,CharaÃ±a,398.90939,401.82431,403.46469,405.84747,408.53082,411.34543,BOL-ADM3-33444609B71044330,398.96835,401.35443,403.75421,406.17203,408.60901,411.06354,398.96512,401.35406,403.75729,406.17572,408.60999,411.05942,399.01132,401.36304,403.71207,406.11627,408.59497,411.1243
326,Achacachi,398.18243,403.84479,405.56146,406.52737,408.755,412.05405,BOL-ADM3-33444609B93991773,399.74338,402.17151,404.59854,407.0253,409.46231,411.91531,399.75635,402.1665,404.58716,407.01871,409.46368,411.92374,399.54596,402.25952,404.77011,407.10721,409.42914,411.80435
327,Taraco,400.58578,402.73666,405.27057,407.3447,410.24405,412.6069,BOL-ADM3-33444609B13753118,400.44296,402.8302,405.23322,407.6525,410.08896,412.54077,400.44049,402.8306,405.23514,407.65463,410.08914,412.53842,400.4762,402.82501,405.20538,407.62119,410.08719,412.57343
328,La (Marka) San AndrÃ©s de Mach,399.17603,403.07224,404.39212,407.33636,409.1564,411.82312,BOL-ADM3-33444609B75690871,399.80878,402.20316,404.6055,407.01813,409.44122,411.87817,399.8139,402.20142,404.60126,407.01465,409.44122,411.88229,399.72986,402.2348,404.66571,407.06625,409.43674,411.82144
329,Tacobamba,396.98102,399.13443,401.21509,404.63992,407.66495,410.21515,BOL-ADM3-33444609B31051948,396.55142,399.22296,401.9169,404.63696,407.37967,410.14175,396.5452,399.2243,401.92267,404.64139,407.37949,410.13647,396.64316,399.2009,401.82993,404.57581,407.38531,410.21432
330,Challapata,398.38654,402.70859,404.05463,407.29019,408.6192,410.62497,BOL-ADM3-33444609B24985970,399.40976,401.75385,404.10129,406.45123,408.80252,411.16174,399.4227,401.75116,404.09052,406.44055,408.80136,411.17432,399.22125,401.79755,404.25528,406.603,408.81754,410.98611
331,UncÃ­a,398.70901,402.24747,404.30173,407.21304,409.63943,411.15765,BOL-ADM3-33444609B93024851,399.31454,401.79544,404.28555,406.78336,409.28741,411.80042,399.32367,401.79388,404.27805,406.77539,409.28568,411.81003,399.18298,401.81766,404.39276,406.89938,409.31339,411.66101
332,Ravelo,397.82971,399.88553,403.36057,405.24603,408.40469,410.38281,BOL-ADM3-33444609B54083051,397.76477,400.31219,402.87668,405.45453,408.04709,410.6535,397.76666,400.31238,402.87457,405.45239,408.0463,410.65604,397.73822,400.30627,402.9057,405.4837,408.05954,410.61472
333,Mizque,399.1012,402.55118,403.48203,405.75516,408.54001,408.95807,BOL-ADM3-33444609B27870252,399.76682,401.74792,403.7319,405.72025,407.71198,409.70587,399.77463,401.74619,403.72592,405.71387,407.71002,409.71408,399.65494,401.77396,403.81448,405.811,407.74426,409.58612
334,Pasorapa,398.33917,400.87662,402.32376,404.58118,407.9216,410.24866,BOL-ADM3-33444609B5020991,398.15948,400.49069,402.83731,405.2052,407.59534,410.00195,398.15283,400.49109,402.84344,405.21176,407.59592,409.99472,398.25406,400.48764,402.74741,405.11053,407.58737,410.10284
335,Cotagaita,397.91101,401.14462,403.30103,405.51556,408.47864,410.15063,BOL-ADM3-33444609B93401902,398.3306,400.75107,403.18207,405.62314,408.07529,410.53857,398.33572,400.74994,403.17783,405.61926,408.07452,410.54367,398.25653,400.76923,403.24167,405.67749,408.08969,410.46594
336,Camargo,398.17688,400.96423,402.733,405.74011,408.2348,410.78937,BOL-ADM3-33444609B61161865,398.19119,400.66873,403.1615,405.67245,408.20026,410.74435,398.18967,400.66873,403.16302,405.67383,408.20026,410.7428,398.21265,400.66968,403.13611,405.65369,408.20004,410.76611
337,VillazÃ³n,397.75641,401.84979,403.78232,406.04572,407.75342,410.11938,BOL-ADM3-33444609B2211567,398.71008,401.04108,403.3761,405.71347,408.05566,410.40842,398.72128,401.03839,403.36649,405.70517,408.05527,410.41818,398.54489,401.08679,403.51709,405.8284,408.05603,410.27145
338,Padcaya,396.0835,399.71021,402.87421,405.45947,407.35504,409.04303,BOL-ADM3-33444609B28920794,396.96576,399.54156,402.12527,404.70932,407.29382,409.88641,396.98184,399.53928,402.11111,404.69522,407.29187,409.90283,396.73431,399.57416,402.3288,404.91159,407.32275,409.65079
