asdf_id,shapeName,ntl2012,ntl2013,ntl2014,ntl2015,ntl2016,ntl2017,ntl2018,ntl2019,ntl2020,tr100_ntl2012,tr100_ntl2013,tr100_ntl2014,tr100_ntl2015,tr100_ntl2016,tr100_ntl2017,tr100_ntl2018,tr100_ntl2019,tr100_ntl2020,tr400_ntl2012,tr400_ntl2013,tr400_ntl2014,tr400_ntl2015,tr400_ntl2016,tr400_ntl2017,tr400_ntl2018,tr400_ntl2019,tr400_ntl2020,tr6_ntl2012,tr6_ntl2013,tr6_ntl2014,tr6_ntl2015,tr6_ntl2016,tr6_ntl2017,tr6_ntl2018,tr6_ntl2019,tr6_ntl2020
10,Santiago de Huari,61.29078674316406,75.40400695800781,101.1589660644531,135.7329864501953,144.153564453125,193.8070068359375,182.5449829101563,152.3004760742188,174.4306488037109,73.23893,85.017975,98.515785,113.61418,130.05052,147.61691,166.1675,186.02141,207.88239,74.772377,85.631516,98.018913,112.05134,127.83028,145.49557,165.22791,187.35492,212.34102,63.939373,80.859016,101.56589,124.46154,146.05527,163.35995,172.96689,176.96436,180.12592
11,Paẕa,43.75637435913086,48.97775650024414,44.30027770996094,47.03004837036133,38.96573638916016,58.15861511230469,58.89419937133789,67.49701690673828,75.68199157714844,41.005814,43.368553,45.897099,48.695423,51.872898,55.545029,59.685299,64.278938,69.287155,40.568684,43.205326,46.022015,49.056194,52.347992,55.939045,59.834049,64.040306,68.559135,44.014637,44.582081,45.114399,46.25787,48.59948,53.047554,58.87664,65.995705,74.208755
12,Villa Rivero,75.32757568359375,82.33297729492188,81.91298675537109,102.1983795166016,126.1454010009766,163.7376403808594,157.6020202636719,165.0632934570313,177.1277160644531,73.132561,82.749535,93.658653,106.06339,120.04467,135.5948,152.70186,171.61104,192.69922,73.375954,82.901985,93.670799,105.85059,119.59331,135.04633,152.37601,171.83507,193.7359,72.245117,81.468956,92.486847,106.58762,123.33149,140.75365,156.20982,170.28529,184.43231
13,Andamarca,13.85526847839355,15.7766227722168,16.05485343933105,22.94095993041992,28.69513511657715,41.74352645874023,43.23688507080078,38.08316040039063,62.78795623779297,13.099872,15.810235,19.092037,23.080492,27.899551,33.679352,40.56234,48.796116,58.740242,13.116798,15.828369,19.103075,23.061438,27.838846,33.593895,40.514248,48.845467,58.89933,13.10672,15.630213,18.805941,23.06698,28.416523,34.607567,41.077595,48.274189,57.530758
14,Chacarilla,3.99250054359436,10.38287734985352,9.286788940429688,14.53322601318359,10.41654682159424,22.51545715332031,20.5456657409668,20.67998886108398,26.21479415893555,6.0724354,7.4937816,9.2091093,11.259223,13.68374,16.559475,19.933701,23.917704,28.672298,6.1710987,7.5235419,9.1623993,11.142959,13.529686,16.407808,19.869398,24.039772,29.077974,5.3747001,7.3739929,9.6470146,12.121249,14.643372,17.529198,20.292189,23.075825,26.237663
15,Arbieto,272.156494140625,325.8766479492188,348.9293823242188,493.6933288574219,553.8282470703125,666.8807373046875,660.0343627929688,816.1282348632813,1060.611694335938,274.90033,324.04272,381.93146,450.0965,529.84888,623.03809,732.10754,860.61865,1012.1629,275.40204,324.25171,381.75449,449.43423,528.95923,622.37299,732.14386,861.35602,1013.4882,271.47125,322.33215,382.87674,455.95834,537.50751,627.26147,728.1192,853.0813,1007.7074
16,Papel Pampa,3.686506748199463,7.06254243850708,10.78797626495361,12.56017684936523,10.54038238525391,16.9334545135498,16.36645126342773,15.29287052154541,7.776403427124023,6.2948651,7.281004,8.3766851,9.5317688,10.693946,11.825113,12.881166,13.86515,14.828281,6.5581708,7.3774257,8.2870798,9.2811069,10.354138,11.504966,12.731363,14.043179,15.463533,4.7673459,6.701942,9.0418816,11.329947,13.126559,14.231037,14.107342,12.847527,11.059175
17,Umala,21.61581420898438,24.51025390625,34.15711975097656,38.92636871337891,33.48572158813477,114.8324203491211,115.6354751586914,103.7245864868164,118.6930541992188,20.254486,25.858097,33.033482,42.232338,54.058445,69.254913,88.342339,112.19505,142.23093,20.28031,25.894569,33.068279,42.237007,53.96336,68.957947,88.021088,112.22758,143.0242,20.397776,25.555719,32.316547,41.354076,54.168571,72.758575,92.956207,112.71755,134.04524
18,Oruro,10174.353515625,11893.478515625,14688.18359375,16943.4921875,20910.83203125,23291.400390625,22807.41015625,22458.673828125,21705.97265625,11465.312,12866.674,14422.09,16114.279,17915.713,19794.004,21737.926,23774.061,25954.49,11634.674,12933.822,14373.209,15958.745,17694.9,19586.357,21644.588,23892.207,26360.348,10433.95,12404.503,14687.843,17136.131,19488.166,21334.072,22452.23,23007.346,23308.938
19,Huayllamarca,16.7787971496582,26.02961921691895,36.27765274047852,40.94314193725586,38.21443557739258,57.17694854736328,56.96803665161133,49.37664794921875,56.14983367919922,22.462519,26.148037,30.349556,35.01965,40.124199,45.666916,51.624268,58.088905,65.264915,22.90625,26.3025,30.178808,34.571678,39.527679,45.110699,51.386921,58.462265,66.483765,19.563179,25.237856,31.768532,38.260498,44.158512,49.453587,53.169617,55.572262,57.812908
20,San Pedro de Curahuara,7.507875442504883,10.92977905273438,10.96736621856689,18.72650337219238,14.20230770111084,28.68544006347656,26.90866088867188,18.33089065551758,21.14345169067383,9.2218704,10.714055,12.422123,14.346236,16.452528,18.72798,21.119461,23.650057,26.424843,9.4109144,10.791354,12.367299,14.157857,16.176369,18.444523,20.977703,23.813963,27.017149,8.10744,10.202288,12.68156,15.550936,18.357132,20.969461,22.363468,22.587627,22.575998
21,Sicaya,13.80983924865723,15.72695732116699,14.18814468383789,18.04754066467285,14.39406394958496,30.15736389160156,29.83189010620117,30.66200637817383,31.41423416137695,12.815099,14.391018,16.172821,18.218618,20.578825,23.313305,26.400459,29.861483,33.751957,12.748178,14.373927,16.210251,18.292576,20.6572,23.345566,26.381987,29.805092,33.666508,13.401731,14.496752,15.756679,17.518101,19.943247,23.383936,26.960112,30.391554,33.85247
22,Puerto Quijarro,682.4830932617188,735.7755126953125,810.0148315429688,821.2529296875,801.455078125,967.9913330078125,941.1800537109375,912.8082885742188,842.8209838867188,723.10504,750.92133,779.35712,807.77045,835.75024,862.98401,888.75775,913.34796,937.61835,727.27808,752.43677,778.341,804.83618,831.82855,859.2475,886.94067,915.00269,943.68793,697.07922,740.92249,784.86017,824.87207,860.58258,891.13074,905.35565,903.98389,894.12213
23,Capinota,317.3524169921875,336.9388427734375,322.9529724121094,345.4417724609375,342.9830017089844,406.2875671386719,401.9725646972656,434.6876831054688,416.5617980957031,312.27679,324.84286,337.96875,351.86652,366.61469,382.22952,398.457,415.24982,432.5878,311.86252,324.74994,338.18411,352.23785,366.94836,382.3389,398.36505,415.03445,432.36014,315.96146,325.4314,335.42181,348.13483,363.9296,382.77817,400.836,417.49094,432.27026
24,Arque,48.46227264404297,65.85188293457031,68.18721771240234,92.96176147460938,72.77301025390625,128.6324920654297,155.6669158935547,129.5996551513672,115.6123504638672,54.683151,62.501122,71.350479,81.298828,92.353935,104.61559,117.91291,132.22102,147.90044,55.234634,62.726479,71.211121,80.800583,91.603775,103.76722,117.38737,132.61604,149.7235,51.428497,61.07122,71.835922,83.912811,96.779259,111.38035,123.50899,130.39278,134.38571
25,Corocoro,118.2604751586914,145.2273559570313,126.6464309692383,155.9871826171875,171.6032409667969,288.4741516113281,321.2333068847656,317.8268737792969,321.6155395507813,112.30446,129.69975,149.86664,173.54486,201.392,233.94699,271.30975,313.92087,362.78745,112.04236,129.69678,150.15332,173.93259,201.58722,233.70125,270.81757,313.64856,363.14331,115.53945,129.54918,145.79948,168.36465,199.38312,239.07454,279.78326,317.42746,354.56131
26,San Benito,412.0102844238281,450.1168212890625,471.2096862792969,557.8251953125,637.8863525390625,743.8651733398438,788.5169067382813,985.2809448242188,1418.649780273438,378.89346,434.11609,497.80295,571.99915,659.02155,761.63306,883.01111,1026.8068,1196.0592,375.76282,432.87833,498.78949,575.05884,663.48254,766.15704,885.48529,1024.219,1185.2222,399.85098,442.44614,491.93207,553.74115,631.47015,730.86584,861.5105,1040.7471,1278.3912
27,Sapahaqui,5.658347606658936,10.51141929626465,6.054214477539063,9.350325584411621,11.2589111328125,20.30219841003418,18.5201416015625,14.48550891876221,10.03183460235596,6.9632368,7.8483019,8.8275261,9.916728,11.094162,12.316617,13.523726,14.710249,15.927095,7.0915942,7.9055057,8.8078566,9.809124,10.911023,12.111081,13.403597,14.797203,16.31587,6.2962523,7.4712396,8.7152596,10.376361,12.350139,14.154994,14.827942,14.274723,13.158395
28,Cairoma,7.830812454223633,13.60397815704346,10.43562316894531,10.43880558013916,14.31670761108398,32.56882476806641,32.89045333862305,37.13743591308594,42.76227569580078,7.834094,9.6907034,11.987278,14.878341,18.566401,23.257875,29.126101,36.435863,45.551304,7.7701712,9.6674604,12.028275,14.97894,18.679817,23.318996,29.109661,36.32962,45.333752,8.3644867,9.8837204,11.556341,13.923772,17.711723,23.272564,29.86997,37.368847,46.17897
29,Colquiri,142.5414581298828,149.2377166748047,146.737060546875,137.4047546386719,149.9258117675781,205.1808319091797,180.0423583984375,179.1295623779297,190.8540191650391,138.08836,143.72043,149.62985,155.93982,162.76125,170.00781,177.42738,185.06836,193.01668,137.83391,143.67877,149.78404,156.18987,162.93301,170.00101,177.33942,184.96954,192.92319,140.58408,143.92863,147.67915,153.08388,161.44043,171.43176,179.28719,185.89017,192.47588
30,Ichoca,8.308321952819824,10.8964376449585,8.66356372833252,8.179697036743164,6.888190269470215,14.02084827423096,20.98544883728027,10.91421222686768,8.707847595214844,8.6389961,9.0148802,9.4034319,9.8197002,10.272857,10.75402,11.207416,11.59885,11.965851,8.6578588,9.0291462,9.4153852,9.8207493,10.247886,10.694924,11.148465,11.600554,12.06115,8.6662025,8.9334393,9.1469812,9.5384617,10.297221,11.413605,12.08005,11.733761,10.982011
31,La Guardia,2098.215087890625,2529.100830078125,2560.52099609375,3569.9736328125,3909.919921875,4392.0126953125,4823.3193359375,4772.8740234375,4931.78076171875,2243.1543,2531.2556,2854.448,3214.5862,3608.9316,4036.188,4497.2085,4996.8481,5545.4893,2262.7148,2539.4233,2849.4326,3196.0498,3581.7688,4009.8533,4484.5571,5011.6621,5598.9487,2125.7292,2473.3408,2871.803,3332.4492,3799.9954,4233.1899,4601.0391,4901.6772,5180.937
32,Moromoro,10.75018787384033,12.54299449920654,12.10293483734131,10.68487930297852,8.184959411621094,16.54830360412598,12.4032154083252,10.68546390533447,13.80158805847168,11.05791,11.2112,11.363406,11.524096,11.710799,11.933212,12.158343,12.391171,12.639565,11.018014,11.194896,11.373901,11.557642,11.750692,11.955585,12.164026,12.377211,12.596991,11.319449,11.358552,11.304088,11.242656,11.383493,11.856913,12.177304,12.467364,12.902633
33,El Torno,551.7857666015625,633.8984375,623.5037231445313,704.4967041015625,677.7981567382813,786.5810546875,786.1973876953125,757.4124755859375,839.8010864257813,580.16412,609.28259,639.54285,670.89771,703.11084,736.25256,770.13043,805.04187,841.51831,581.67102,609.75226,639.1051,669.75977,701.69873,734.98975,769.63849,805.77618,843.60101,569.73218,606.65027,642.65979,678.62347,712.20941,745.14868,773.42786,799.43695,828.16528
34,Samaipata,267.2312622070313,322.1723937988281,262.7900390625,246.7674255371094,287.4664916992188,353.6671752929688,379.083740234375,332.4271545410156,371.4494018554688,264.14172,274.17822,284.62915,296.02451,308.73169,322.59293,337.17291,352.27209,368.08044,262.93185,273.8082,285.1459,297.09753,309.77692,323.16196,337.15942,351.73566,366.95258,273.7962,277.06589,279.28796,286.17294,301.21603,321.41556,340.58047,356.45383,372.8436
35,San Lucas,36.52866363525391,41.83254623413086,35.24997711181641,38.66165542602539,34.50342559814453,77.33673095703125,97.84434509277344,84.61580657958984,82.16367340087891,31.827726,36.031506,40.846802,46.502735,53.241463,61.274239,70.547745,81.058052,93.018822,31.496187,35.938915,41.023495,46.879974,53.652493,61.488251,70.480225,80.748665,92.485786,34.70639,36.635376,38.989601,43.08493,50.095734,61.039894,73.129913,83.949631,94.273399
36,Culpina,24.10202026367188,22.87116432189941,31.27726554870605,31.4328670501709,42.26967239379883,56.8751220703125,60.54277801513672,56.35419464111328,109.3693313598633,21.207378,25.186787,29.95121,35.673725,42.58923,50.938229,60.999043,73.174423,87.971413,21.082716,25.145649,30.001638,35.810822,42.771988,51.112339,61.100815,73.075394,87.445786,22.126801,25.392851,29.542366,34.737186,41.533596,49.99789,60.167992,73.368958,91.979492
37,Incahuasi,7.61771297454834,11.95490074157715,15.57329177856445,22.42501449584961,18.92819213867188,26.58461761474609,23.77976989746094,29.47490501403809,32.04208374023438,9.991971,11.896964,14.126755,16.684483,19.566538,22.81377,26.470798,30.640493,35.431301,10.162804,11.954217,14.05127,16.49243,19.320847,22.598141,26.395777,30.810505,35.953175,8.8185892,11.565669,14.81734,18.210697,21.253216,24.105431,26.69302,29.449427,32.428185
38,San Juan,140.9921875,167.0856018066406,148.8681335449219,207.1806488037109,217.2909698486328,279.5167846679688,289.9571533203125,267.0075073242188,335.2417907714844,141.34416,157.75963,176.07719,196.62434,219.43692,244.59982,272.12653,302.36151,335.9494,141.65022,157.93484,176.08961,196.35451,218.91312,243.98337,271.78781,302.6575,337.0289,140.10091,156.35081,174.66263,197.60411,223.2738,250.3607,275.63431,300.01654,327.74054
39,Tinguipaya,15.61236763000488,19.4713134765625,19.12950134277344,19.11386108398438,11.00561809539795,20.9065055847168,27.02913284301758,18.04842376708984,23.0645866394043,16.415791,16.93346,17.458694,18.007292,18.614056,19.330099,20.10898,20.912785,21.761332,16.326954,16.892717,17.476151,18.082083,18.720264,19.404423,20.123407,20.868116,21.643812,16.942377,17.306911,17.449539,17.465221,17.712736,18.848639,20.195389,21.256784,22.46796
40,San Pedro,19.55653381347656,24.7978630065918,25.80224227905273,38.0858154296875,38.99861907958984,94.62008666992188,109.1332092285156,110.4160766601563,144.4551391601563,17.842844,23.303257,30.462646,39.919468,52.43433,68.992813,90.616028,118.75455,155.51566,17.783283,23.298191,30.530645,40.033535,52.52602,68.947952,90.463882,118.62891,155.53435,18.505167,23.280689,29.548733,38.560947,51.597591,70.457642,93.440613,120.06894,152.89101
41,Villa Ancoraimes,35.16519927978516,36.46433258056641,40.32537078857422,46.83601760864258,53.44528961181641,88.89543151855469,99.25643920898438,116.6616134643555,125.5283126831055,30.70274,36.647747,43.803337,52.495674,63.111103,76.061646,91.684181,110.44868,132.97697,30.513645,36.600945,43.918114,52.73502,63.37479,76.21209,91.656731,110.21698,132.51793,32.364109,36.858822,42.538979,50.329323,61.227974,75.941902,93.170639,112.49847,134.36546
42,"Colcha ""K""",1603.752796173096,1614.58948135376,1562.734378814697,1586.207466125488,1716.221130371094,2045.438842773438,2068.027587890625,2086.105224609375,2270.21997833252,1502.4078,1572.1301,1646.1648,1726.397,1814.1104,1909.1875,2010.2981,2117.1995,2230.1855,1496.2251,1570.4639,1648.6754,1731.5017,1819.4434,1912.6465,2010.9424,2114.4431,2223.3813,1551.901,1581.7942,1620.7639,1683.7694,1778.3438,1896.4703,2016.6578,2137.4016,2266.0447
43,Puerto Mayor de Carabuco,42.27807235717773,63.85326385498047,75.5325927734375,78.86577606201172,103.5916061401367,144.4968109130859,150.2903289794922,160.0100250244141,156.0439758300781,50.093441,59.773365,71.202705,84.586273,100.16648,118.1049,138.54266,161.88013,188.78906,50.675613,60.002045,71.012688,83.980698,99.228447,117.10448,138.00937,162.47496,191.18066,46.452026,58.388493,72.294884,88.108772,106.36098,125.72274,143.25107,158.37709,172.33923
44,Sabaya,90.0404052734375,101.7945251464844,76.58383941650391,84.8472900390625,79.92192840576172,134.6165161132813,144.4784393310547,123.4836883544922,159.3809967041016,79.978737,85.360497,91.212364,97.868904,105.57214,114.464,124.36353,135.21283,147.12642,79.038361,85.064362,91.579491,98.70237,106.53113,115.13929,124.519,134.69365,145.73248,87.356926,87.383423,87.834099,91.350082,99.026703,111.39012,125.07003,138.99261,155.13408
45,Loreto,2.081223249435425,2.686240673065186,4.45026683807373,7.808361530303955,6.308434963226318,8.625168800354004,12.37535285949707,9.870124816894531,15.163902759552,2.4798582,3.1840463,4.0810413,5.2035785,6.5833807,8.2765989,10.350565,12.894933,16.055565,2.5244174,3.2020276,4.0595641,5.1395326,6.4931808,8.189064,10.312808,12.973655,16.318081,2.1871819,3.0650299,4.2612205,5.709075,7.2099099,8.8264065,10.544027,12.327381,14.51374
46,Tomave,175.0325412750244,182.1920318603516,164.2225766181946,190.4043788909912,202.6985578536987,302.9175415039063,283.9099426269531,252.1988830566406,291.198582649231,163.46967,176.05066,189.72978,204.82152,221.39983,239.35422,258.27747,278.26279,299.70825,163.28394,176.1185,189.99487,205.05331,221.37703,239.00888,257.92203,278.22192,300.0961,166.5759,175.1153,185.55719,201.03201,221.51093,244.79305,263.78024,278.80096,294.19516
47,Porco,172.4045104980469,197.5464019775391,190.59716796875,209.8132781982422,288.0630187988281,317.2655029296875,295.9862670898438,389.8365783691406,386.3174133300781,168.4366,187.70795,209.23288,233.45399,260.68375,290.95355,324.50165,361.87451,403.37772,168.33319,187.73409,209.38379,233.58762,260.64099,290.79376,324.37543,361.82346,403.55084,170.01204,187.31096,206.83232,231.37274,261.59772,293.6116,326.30093,362.61035,400.62354
48,Villa Montes,3925.411734715104,4178.161731764674,4740.294426903129,3981.858364999294,3709.077697128057,4615.0732421875,4579.72998046875,5033.09423828125,5182.66037607193,3949.5012,4052.5417,4158.0083,4267.0098,4386.4834,4521.0405,4668.0605,4825.5366,4990.2192,3932.6482,4045.1125,4160.7695,4280.0352,4404.8105,4536.3813,4674.1631,4817.6831,4966.1396,4046.301,4114.4448,4163.4844,4182.6826,4248.9473,4410.561,4626.0034,4882.959,5158.1011
49,Yocalla,187.0157775878906,214.6633758544922,227.7910308837891,308.0928344726563,292.1311645507813,357.4984436035156,362.0223999023438,344.1342163085938,363.7621459960938,201.26259,221.07069,242.64958,265.86633,290.30884,315.85599,342.37225,370.14395,399.78998,203.08421,221.78191,242.15071,264.25964,288.11835,313.8197,341.46704,371.28729,403.60706,189.94922,216.09999,245.23935,276.62973,305.42715,330.69556,349.28412,362.48795,374.45209
50,Urmiri,12.89072227478027,18.65300941467285,17.2474536895752,21.43916893005371,19.36694526672363,31.01002311706543,27.8941764831543,23.12220573425293,32.07703018188477,14.8409,16.402739,18.103374,19.949789,21.937531,24.074461,26.336185,28.759605,31.412615,14.938624,16.434338,18.073151,19.86701,21.826094,23.964691,26.290613,28.828529,31.612524,14.179585,16.236614,18.310694,20.479134,22.65567,24.908455,26.66666,28.210661,30.142567
51,Mocomoco,14.09838104248047,18.17812728881836,16.93600082397461,16.16958427429199,15.27523422241211,34.0731086730957,44.55433654785156,54.18367385864258,41.02929306030273,12.781729,14.97774,17.56826,20.687284,24.517654,29.247683,34.956318,41.727818,49.715462,12.624603,14.923018,17.644758,20.884682,24.761894,29.410076,34.950253,41.523457,49.310326,14.045911,15.387361,16.866993,19.011259,22.657312,28.609203,36.006496,43.697693,51.187656
52,Saipina,85.68064880371094,95.9515380859375,76.71453857421875,91.13256072998047,108.7860488891602,116.4438781738281,113.2315979003906,105.2980041503906,128.1686401367188,83.462357,87.475479,91.705513,96.279572,101.16798,106.27298,111.55575,117.075,122.91864,83.363716,87.475479,91.796165,96.365921,101.18517,106.23812,111.52383,117.06584,122.89637,84.626938,87.352432,90.344391,95.229416,101.36906,107.21829,112.13322,116.92503,122.76494
53,Omereque,20.07084846496582,26.4803409576416,29.6402645111084,35.71387100219727,56.6640510559082,46.25558471679688,48.19216537475586,39.08113861083984,37.62095642089844,25.171227,27.92042,30.899782,34.024529,37.156765,40.13369,42.939392,45.639576,48.387669,25.791403,28.15959,30.725939,33.479015,36.395718,39.448597,42.646862,46.021839,49.629623,21.501282,26.312687,31.848009,37.74622,42.874905,45.278446,45.09573,43.113621,40.702614
54,Porongo,1085.622192382813,1221.138061523438,1544.348266601563,1838.737426757813,1952.703857421875,2339.18212890625,2758.10205078125,2657.798828125,2677.81689453125,1155.955,1316.7974,1499.0817,1703.1688,1929.0673,2177.4805,2449.0339,2745.9495,3074.6077,1166.2775,1321.011,1496.0082,1693.2444,1914.8585,2163.4341,2441.8833,2753.8904,3104.6145,1092.3153,1287.4277,1515.8992,1766.4037,2023.8326,2279.8396,2510.5708,2698.1077,2867.9985
55,Santa Cruz de la Sierra,39670.73046875,45361.2421875,48710.87890625,58417.61328125,61954.8515625,62087.5234375,64137.62109375,61675.640625,59850.9609375,43925.723,46755.477,49716.77,52742.145,55735.605,58642.156,61465.363,64251.211,67086.641,44386.492,46922.27,49589.109,52373.539,55256.004,58227.543,61294.906,64476.363,67801.867,40996.023,45624.414,50509.234,55280.883,59102.434,61530.816,62653.277,62760.918,62443.543
56,San Ignacio,84.24217081069946,113.3782671689987,95.62075996398926,87.70176503062248,129.5418180823326,159.0157165527344,175.3528442382813,197.5216522216797,190.1581199169159,83.754028,93.269135,103.87138,115.91846,129.78389,145.54692,163.2282,182.92516,204.84653,83.370239,93.151802,104.08358,116.3615,130.1982,145.74554,163.15443,182.61316,204.35559,86.992126,94.216774,101.51824,111.52193,126.77987,145.6769,165.82713,185.86996,205.72792
57,San Javier,1.980844616889954,2.68850040435791,1.57825779914856,7.667015552520752,13.59751319885254,22.63436317443848,25.83571243286133,22.5245361328125,19.39745712280273,1.8606858,2.7458875,4.0547466,5.9937277,8.789505,12.703299,18.055166,25.326391,35.313641,1.9109424,2.7808609,4.0471554,5.8906322,8.554512,12.374166,17.81941,25.571224,36.636982,1.6364138,2.4772322,3.8664548,6.4996924,10.65134,15.813341,20.553955,23.937738,26.518148
58,San Pedro,320.3183431625366,422.1476860046387,337.2456359863281,401.5180130004883,439.4766149520874,584.3829956054688,471.7621765136719,535.9398803710938,560.7962989807129,338.97714,362.89612,388.28357,415.604,444.81027,475.64606,507.69385,541.52795,577.4483,339.56665,363.14261,388.29837,415.2316,444.01688,474.68176,507.22443,541.89679,578.89294,336.11539,361.60062,386.03281,415.99341,450.44431,485.1217,512.34863,538.97864,566.13367
59,Cajuata,3.546226024627686,7.938620567321777,11.80509376525879,10.92380142211914,14.29747295379639,22.23219299316406,25.46028709411621,13.14624309539795,24.97414588928223,5.7221408,7.1314526,8.8454332,10.878544,13.254795,15.987663,19.089598,22.637398,26.825363,5.8860216,7.1909709,8.7741041,10.681327,12.96982,15.704832,18.964106,22.856934,27.542185,4.6828966,6.799171,9.4422894,12.297768,15.263947,18.00252,19.907293,21.064709,22.641846
